,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
6424,1132402,2,8,121179,2,8,1,6,,,,,,,4,9,4,4,4,9,4,4,4,9,3,3,6339.555004,932,330,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,225000
6425,1132402,2,10,121181,2,10,1,6,,,,,,,4,4,4,4,4,9,4,4,4,9,3,3,6339.555004,934,380,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,200000
6426,1132402,2,12,121186,2,12,1,6,,,,,,,4,9,3,4,4,9,4,4,4,9,3,3,6339.555004,934,380,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
6427,1132801,1,3,109620,1,3,1,4,,,,,,,4,4,3,9,4,9,4,4,4,9,3,3,2151.626101,932,20,1,1,2,,4,,,,,,,,,,,,,,,,,,3,3,3,20000
6428,1132801,1,4,109622,1,4,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,3,3,2151.626101,938,30,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,40000
6429,1132801,1,5,109623,1,5,1,4,,,,,,,4,4,3,9,3,9,4,4,3,3,3,3,2151.626101,937,370,1,1,2,,4,,,,,,,,,,,,,,,,,,3,3,3,40000
6430,1132801,1,6,109624,1,6,1,4,,,,,,,4,4,4,9,3,9,4,3,3,9,3,3,2151.626101,932,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,40000
6431,1132801,2,7,120529,1,7,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,2151.626101,931,350,1,1,,,,,,,,9,,,,,,,,,,,,,4,3,3,40000
6432,1132801,2,9,120530,1,9,1,33,,,3,,,,4,4,4,9,4,9,4,4,4,9,3,4,2151.626101,932,70,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6433,1132801,2,10,120532,1,10,1,33,,,3,,,,4,4,4,9,4,4,4,4,4,4,4,4,2151.626101,935,310,1,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6434,1132801,2,11,120534,1,11,1,33,,,3,,,,4,4,4,9,5,9,4,3,4,9,3,3,2151.626101,935,50,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,40000
6435,1132801,2,12,120535,1,12,1,33,,,3,,,,4,9,4,9,4,9,4,4,4,9,4,4,2151.626101,931,200,1,1,,,,,,,,9,,,,,,,,,,,,,4,4,4,30000
6436,1132802,1,3,109620,1,3,1,4,,,,,,,4,4,3,9,4,9,4,4,4,9,3,3,2042.316939,932,20,1,1,2,,4,,,,,,,,,,,,,,,,,,3,3,3,20000
6437,1132802,1,4,109622,1,4,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,3,3,2042.316939,938,30,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,40000
6438,1132802,1,5,109623,1,5,1,4,,,,,,,4,4,3,9,3,9,4,4,3,3,3,3,2042.316939,937,370,1,1,2,,4,,,,,,,,,,,,,,,,,,3,3,3,40000
6439,1132802,1,6,109624,1,6,1,4,,,,,,,4,4,4,9,3,9,4,3,3,9,3,3,2042.316939,932,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,40000
6440,1132802,2,7,120529,1,7,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,2042.316939,931,350,1,1,,,,,,,,9,,,,,,,,,,,,,4,3,3,40000
6441,1132802,2,9,120530,1,9,1,33,,,3,,,,4,4,4,9,4,9,4,4,4,9,3,4,2042.316939,932,70,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6442,1132802,2,10,120532,1,10,1,33,,,3,,,,4,4,4,9,4,4,4,4,4,4,4,4,2042.316939,935,310,1,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6443,1132802,2,11,120534,1,11,1,33,,,3,,,,4,4,4,9,5,9,4,3,4,9,3,3,2042.316939,935,50,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,40000
6444,1132802,2,12,120535,1,12,1,33,,,3,,,,4,9,4,9,4,9,4,4,4,9,4,4,2042.316939,931,200,1,1,,,,,,,,9,,,,,,,,,,,,,4,4,4,30000
6445,1132803,1,3,109625,2,3,1,3,1,,,,,,4,9,3,3,4,9,3,4,4,9,3,3,4038.951408,931,380,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,100000
6446,1132804,1,3,109627,2,3,1,3,1,,,,,,4,4,3,3,5,9,4,4,4,9,2,2,4392.409612,921,90,2,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,200000
6447,1132804,1,5,109628,1,5,1,5,1,,,,,,4,9,3,9,4,9,4,3,3,9,3,3,4392.409612,923,10,1,1,2,,,,,,,,,,,,,,,,,,20,,3,3,3,30000
6448,1132805,1,2,109629,1,2,1,2,1,,,,,,3,9,4,9,4,4,4,4,4,9,4,4,4169.26182,911,30,1,,,3,,,,,,9,,,,,,,,,,,,,4,4,3,20000
6449,1133001,2,11,116843,2,11,1,6,,2,,,,,4,4,4,4,4,9,4,4,4,4,4,4,6072.558665,932,60,5,1,2,,,,,,,,10,,,,,,,,,,,,4,4,4,500000
6450,1133002,2,8,116852,2,8,1,3,,,,4,,,4,4,4,4,4,4,4,4,4,9,4,4,5764.054182,934,370,3,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,500000
6451,1133003,2,8,116858,2,8,1,2,1,,,,,,4,4,3,3,4,4,4,4,4,9,3,3,7755.297664,932,40,4,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,700000
6452,1133004,1,2,107197,2,2,1,3,1,,,,,,4,4,3,3,5,4,3,4,3,9,2,2,8170.377748,921,90,3,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,300000
6453,1133004,2,7,116869,2,7,1,5,1,,,,,,5,4,4,3,4,9,4,4,4,9,3,3,8170.377748,921,90,3,1,2,,,,,,,9,,,,,,,,,,,,,4,3,3,300000
6454,1133004,2,8,116866,2,8,1,5,1,,,,,,4,4,3,9,4,9,4,4,4,9,3,3,8170.377748,934,80,4,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,200000
6455,1133101,1,2,110274,2,2,1,6,,,,,,,4,4,3,4,3,3,4,3,3,3,2,3,7121.293075,933,360,2,1,,,,,6,7,,,,,,,,,,,,,,,4,4,3,125000
6456,1133101,2,8,117295,2,8,1,7,,,,,,,4,4,3,5,4,4,4,4,4,4,3,3,7121.293075,932,320,3,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,466667
6457,1133102,1,2,110274,2,2,1,6,,,,,,,4,4,3,4,3,3,4,3,3,3,2,3,6759.509689,933,360,2,1,,,,,6,7,,,,,,,,,,,,,,,4,4,3,125000
6458,1133102,1,4,110279,1,4,1,8,1,,,,,,4,3,3,9,3,3,4,4,3,3,3,3,6759.509689,934,380,1,1,2,3,,,6,,,,,,,,,,,,,,,,3,3,3,80000
6459,1133102,2,8,117295,2,8,1,7,,,,,,,4,4,3,5,4,4,4,4,4,4,3,3,6759.509689,932,320,3,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,466667
6460,1133102,2,10,117344,1,10,1,6,1,,,,,,4,4,4,9,3,3,3,4,4,3,3,2,6759.509689,932,10,1,1,,,,5,6,,,,,,,,,,,,,,,,4,4,3,150000
6461,1133103,1,2,110274,2,2,1,6,,,,,,,4,4,3,4,3,3,4,3,3,3,2,3,7552.524213,933,360,2,1,,,,,6,7,,,,,,,,,,,,,,,4,4,3,125000
6462,1133103,1,3,110288,1,3,1,2,1,,,,,,4,3,3,9,5,4,4,4,4,4,4,4,7552.524213,921,90,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,200000
6463,1133103,1,5,110289,2,5,1,3,1,,,,,,4,4,4,3,4,9,4,3,3,9,3,3,7552.524213,932,30,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
6464,1133104,1,2,110274,2,2,1,6,,,,,,,4,4,3,4,3,3,4,3,3,3,2,3,7564.84009,933,360,2,1,,,,,6,7,,,,,,,,,,,,,,,4,4,3,125000
6465,1133104,1,2,110291,1,2,1,3,1,,,,,,4,4,3,9,4,9,4,4,3,9,3,3,7564.84009,923,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,3,4,100000
6466,1133104,1,5,110294,2,5,1,2,1,,,,,,4,4,3,3,4,9,4,4,4,4,3,3,7564.84009,932,10,2,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,200000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468,1133104,2,8,117295,2,8,1,7,,,,,,,4,4,3,5,4,4,4,4,4,4,3,3,7564.84009,932,320,3,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,466667
6469,1133201,1,3,300480,1,3,1,6,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,14372.91339,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,14500
6470,1133201,1,4,300670,1,4,1,8,,,,,,,3,9,4,9,4,9,3,3,3,9,4,4,14372.91339,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,15000
6471,1133201,1,4,300754,1,4,1,10,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,14372.91339,931,160,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,19333
6472,1133201,2,8,301923,2,8,1,13,,,,,,,4,4,4,4,4,9,4,4,4,9,3,4,14372.91339,932,330,3,1,,,,,6,,,,,,,,,,,,,,,,5,4,4,33333
6473,1133201,2,9,302879,1,9,1,5,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,14372.91339,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,19000
6474,1133201,2,10,302880,1,10,1,18,,,,,,,4,9,4,9,4,9,4,4,4,9,9,4,14372.91339,931,40,1,1,,3,,,6,,,,,,,,,,,,,,,,5,5,5,0
6475,1133202,1,1,300195,1,1,1,7,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
6476,1133202,1,2,300196,1,2,1,16,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,90,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,0
6477,1133202,1,2,300198,1,2,1,3,,,,4,,,4,9,4,9,4,9,4,4,4,9,9,4,13642.72559,931,170,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,0
6478,1133202,1,2,300374,1,2,1,2,,,,4,,,5,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,380,1,1,,,,,6,,,,,,,,,,,,,,,,5,4,4,9000
6479,1133202,1,3,300461,1,3,1,5,,,,4,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,2000
6480,1133202,1,3,300479,1,3,1,4,,,,4,,,4,5,5,9,5,9,4,4,4,4,4,4,13642.72559,931,130,1,1,2,,4,,6,,,,,,,,,,,,,,,,5,4,4,40000
6481,1133202,1,3,300480,1,3,1,6,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,14500
6482,1133202,1,3,300514,1,3,1,3,,,,4,,,5,5,5,9,4,4,4,4,4,9,4,4,13642.72559,931,210,1,1,2,,4,,6,,8,,,,,,,,,,,,,,5,4,4,17000
6483,1133202,1,4,300669,1,4,1,7,,,,,,,4,9,4,9,3,3,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,10000
6484,1133202,1,4,300670,1,4,1,8,,,,,,,3,9,4,9,4,9,3,3,3,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,15000
6485,1133202,1,4,300671,1,4,1,3,,,,4,,,4,9,4,9,4,4,4,4,4,4,4,4,13642.72559,931,10,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,8000
6486,1133202,1,4,300673,1,4,1,9,,,,,,,4,9,1,9,3,9,4,4,4,9,3,4,13642.72559,931,110,1,1,,,,5,6,,,,,,,,,,,,,,,,3,2,3,18500
6487,1133202,1,4,300674,1,4,1,3,,,,4,,,4,4,4,9,5,9,4,4,4,9,4,4,13642.72559,931,160,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
6488,1133202,1,4,300754,1,4,1,10,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,13642.72559,931,160,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,19333
6489,1133202,1,4,300760,1,4,1,8,,,,,,,4,3,4,9,4,9,4,4,4,9,4,4,13642.72559,934,310,1,1,2,,4,,6,,,,,,,,,,,,,,,,3,3,3,12500
6490,1133202,1,4,300761,2,4,1,3,,,,4,,,5,4,5,4,4,4,4,4,4,9,4,4,13642.72559,932,70,2,1,2,,4,,6,,8,,,,,,,,,,,,,,5,5,5,50000
6491,1133202,1,5,300376,1,5,1,5,,,,4,,,4,4,4,9,4,4,4,4,4,4,4,4,13642.72559,934,40,1,1,2,,4,,6,,8,,,,,,,,,,,,,,5,4,4,14000
6492,1133202,1,5,300762,1,5,1,4,,,,4,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,140,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,8000
6493,1133202,1,5,300763,1,5,1,18,,,,4,5,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,110,1,,,,,,6,,,,,,,,,,,17,,,,,4,3,3,27000
6494,1133202,1,5,300779,1,5,1,11,,,,,,,4,4,1,9,4,4,4,4,4,9,4,4,13642.72559,934,30,1,1,,,,,6,,8,,,,,,,,,,,,,,5,3,4,10000
6495,1133202,1,5,300875,1,5,1,3,1,,,,,,5,4,4,9,4,9,4,4,4,9,4,4,13642.72559,911,100,1,1,,,4,,6,,,,,,,,,,,,,,,,4,3,4,19200
6496,1133202,1,5,300876,1,5,1,3,,,,4,,,5,9,4,9,4,9,4,4,4,4,4,4,13642.72559,931,170,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,3000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,1133202,1,6,301774,1,6,1,3,,,,4,,,4,9,4,9,4,4,4,2,3,9,2,3,13642.72559,923,50,1,1,2,,,,,,8,,,,,,,,,,,,,,4,3,3,70000
6499,1133202,2,7,303688,1,7,1,7,,,,4,,,4,9,4,9,3,9,4,4,4,9,2,3,13642.72559,931,220,1,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,0
6500,1133202,2,8,301050,1,8,1,5,,,,4,,,5,5,5,9,4,9,4,4,4,9,4,4,13642.72559,931,210,1,1,,,,,6,,,,,,,,,,,,,,,,5,4,4,46000
6501,1133202,2,8,301923,2,8,1,13,,,,,,,4,4,4,4,4,9,4,4,4,9,3,4,13642.72559,932,330,3,1,,,,,6,,,,,,,,,,,,,,,,5,4,4,33333
6502,1133202,2,8,301925,1,8,1,4,,,,4,,,4,9,4,9,3,9,4,4,4,4,2,3,13642.72559,934,40,1,,,,,,6,7,,,,,,,,,,,,,,,4,3,3,51000
6503,1133202,2,8,302188,1,8,1,4,,,,4,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
6504,1133202,2,8,302189,1,8,1,3,1,,,,,,9,9,4,9,4,3,4,4,4,9,2,3,13642.72559,911,190,1,,2,,,,6,,8,,,,,,,,,,,,,,3,3,3,21300
6505,1133202,2,8,302590,1,8,1,3,,,,4,,,3,9,4,9,4,9,4,4,4,9,2,3,13642.72559,931,220,1,1,,,,,6,,,,,,,,,,,17,,,,,4,3,3,0
6506,1133202,2,8,302591,1,8,1,7,,,,,,,5,5,5,9,5,4,4,4,4,9,4,4,13642.72559,931,270,1,1,2,3,4,,6,,8,,,,,,,,16,,,,,,4,4,4,38500
6507,1133202,2,8,303686,1,8,1,3,,,,4,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,170,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,12000
6508,1133202,2,9,302593,1,9,1,3,,,,4,,,4,9,4,9,4,9,4,4,4,4,9,4,13642.72559,931,160,1,1,,,,,6,,,9,,,,,,,,,,,,,5,4,4,0
6509,1133202,2,9,302766,1,9,1,30,1,,3,,,,5,9,4,9,4,9,4,4,4,9,3,4,13642.72559,931,380,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,15100
6510,1133202,2,9,302767,1,9,1,3,,,,4,,,4,4,4,9,4,4,4,4,4,9,2,4,13642.72559,923,310,1,1,2,,4,,6,,8,,,,,,,,,,,,,,4,4,4,86000
6511,1133202,2,9,302879,1,9,1,5,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,13642.72559,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,19000
6512,1133202,2,10,302876,1,10,1,7,,,,,,,4,9,4,9,3,9,4,2,3,3,3,4,13642.72559,931,260,1,1,,,,5,6,,,,,,,,,,,,,,,,4,4,4,24000
6513,1133202,2,10,302880,1,10,1,18,,,,,,,4,9,4,9,4,9,4,4,4,9,9,4,13642.72559,931,40,1,1,,3,,,6,,,,,,,,,,,,,,,,5,5,5,0
6514,1133202,2,10,302881,1,10,1,4,1,,,,,,5,4,4,9,4,9,4,4,4,4,4,4,13642.72559,931,380,1,1,2,,4,,6,,,,,,,,,,,,,,,,5,3,4,15100
6515,1133202,2,10,303047,1,10,1,3,1,,,,,,5,9,4,9,5,9,4,4,4,9,4,4,13642.72559,931,380,1,1,2,,,,6,,,,,,,,,,,,,,,,5,3,4,16000
6516,1133202,2,10,303048,1,10,1,23,1,,3,,,,5,9,4,9,3,4,2,4,4,4,3,3,13642.72559,923,50,1,1,2,,,,6,,8,,,11,,,,,,,,,,,4,4,4,45900
6517,1133202,2,10,303685,1,10,1,6,,,,4,,,4,9,4,9,4,9,4,4,4,9,9,4,13642.72559,931,160,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0
6518,1133202,2,12,303687,1,12,1,3,,,,4,,,4,9,4,9,4,4,4,3,4,9,3,4,13642.72559,931,90,1,1,2,,,,6,,8,,,,,,,,,,,,,,4,4,4,27000
6519,1133202,2,12,303689,1,12,1,4,,,,4,,,3,9,4,9,4,9,4,4,4,5,4,4,13642.72559,931,190,1,,,,,5,6,,,,,,,,,,,,,,,,4,3,3,23000
6520,1133202,2,12,303690,1,12,1,7,,,,,,,5,5,5,9,5,9,4,4,4,9,4,5,13642.72559,923,310,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,21500
6521,1133202,2,12,303691,1,12,1,4,,,,,,,9,4,2,9,3,4,4,4,4,9,4,4,13642.72559,911,60,1,,2,,,,,,8,,,,,,,,,,,,,,4,4,4,18500
6522,1133203,1,1,300195,1,1,1,7,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,19338.1634,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
6523,1133203,1,2,300196,1,2,1,16,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,19338.1634,931,90,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,0
6524,1133203,1,2,300379,1,2,1,2,1,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,19338.1634,911,10,1,,,,,,,,,9,,,,,,,,,,,,,4,4,3,25000
6525,1133203,1,4,300669,1,4,1,7,,,,,,,4,9,4,9,3,3,4,4,4,9,4,4,19338.1634,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,10000
6526,1133203,1,4,300670,1,4,1,8,,,,,,,3,9,4,9,4,9,3,3,3,9,4,4,19338.1634,931,240,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,15000
6527,1133203,1,4,300673,1,4,1,9,,,,,,,4,9,1,9,3,9,4,4,4,9,3,4,19338.1634,931,110,1,1,,,,5,6,,,,,,,,,,,,,,,,3,2,3,18500
6528,1133203,1,4,300754,1,4,1,10,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,19338.1634,931,160,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,19333
6529,1133203,1,4,300760,1,4,1,8,,,,,,,4,3,4,9,4,9,4,4,4,9,4,4,19338.1634,934,310,1,1,2,,4,,6,,,,,,,,,,,,,,,,3,3,3,12500
6530,1133203,1,5,300516,1,5,2,0,,,,,,,3,9,4,9,4,9,4,4,4,9,4,4,19338.1634,911,230,1,,2,,,,6,,,,,,,,,,,,,,,,4,3,3,15000
6531,1133203,1,5,300779,1,5,1,11,,,,,,,4,4,1,9,4,4,4,4,4,9,4,4,19338.1634,934,30,1,1,,,,,6,,8,,,,,,,,,,,,,,5,3,4,10000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,1133203,2,7,303696,1,7,1,3,1,,,,,,5,5,5,9,5,5,5,5,5,5,5,5,19338.1634,911,10,1,,2,,,,,,,,,,,,,,,,,,,,5,4,4,38000
6534,1133203,2,8,301923,2,8,1,13,,,,,,,4,4,4,4,4,9,4,4,4,9,3,4,19338.1634,932,330,3,1,,,,,6,,,,,,,,,,,,,,,,5,4,4,33333
6535,1133203,2,8,302591,1,8,1,7,,,,,,,5,5,5,9,5,4,4,4,4,9,4,4,19338.1634,931,270,1,1,2,3,4,,6,,8,,,,,,,,16,,,,,,4,4,4,38500
6536,1133203,2,8,303699,1,8,1,5,,,,4,,,4,4,4,9,4,4,4,4,4,4,4,4,19338.1634,932,360,1,1,2,,,,6,,,9,,,,,,,,,,,,,4,4,4,50000
6537,1133203,2,10,302876,1,10,1,7,,,,,,,4,9,4,9,3,9,4,2,3,3,3,4,19338.1634,931,260,1,1,,,,5,6,,,,,,,,,,,,,,,,4,4,4,24000
6538,1133203,2,10,302883,1,10,1,2,,2,,,,,9,9,4,9,4,9,3,4,4,9,3,3,19338.1634,911,20,1,,2,,,,6,,,,,,,,,,,,,,,,4,4,3,40000
6539,1133203,2,10,303698,1,10,1,5,,,,4,,,4,4,4,9,1,3,4,4,4,5,3,3,19338.1634,931,260,1,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,50000
6540,1133203,2,12,303690,1,12,1,7,,,,,,,5,5,5,9,5,9,4,4,4,9,4,5,19338.1634,923,310,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,21500
6541,1133203,2,12,303691,1,12,1,4,,,,,,,9,4,2,9,3,4,4,4,4,9,4,4,19338.1634,911,60,1,,2,,,,,,8,,,,,,,,,,,,,,4,4,4,18500
6542,1133204,1,3,300377,1,3,1,5,,,,,,,5,5,5,9,5,5,5,5,5,9,5,5,12872.33454,934,40,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,10000
6543,1133204,1,3,300515,1,3,1,5,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,12872.33454,931,210,1,1,2,,4,,6,,,,,,,,,,,,,,,,5,4,4,11900
6544,1133204,1,4,300675,1,4,1,4,,,,,,,4,9,4,9,3,9,3,3,3,9,3,3,12872.33454,931,240,1,1,2,3,,,6,,,,,,,,,,,,,,,,4,3,3,5000
6545,1133204,1,4,300676,1,4,1,4,,,,,,,4,9,1,9,4,9,4,4,4,9,3,4,12872.33454,931,110,1,1,,,,5,6,,,,,,,,,,,,,,,,2,3,3,20000
6546,1133204,1,4,300780,1,4,1,8,,,,,,,4,9,1,9,4,9,4,4,4,9,3,3,12872.33454,931,110,1,1,,,,5,6,,,,,,,,,,,,,,,,4,3,3,20000
6547,1133204,1,4,300781,1,4,1,9,,,,,,,4,4,4,9,5,9,4,4,4,9,4,4,12872.33454,931,160,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,0
6548,1133204,1,4,300782,1,4,1,7,,,,,,,4,9,4,9,4,9,4,3,4,9,3,3,12872.33454,934,310,1,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,25000
6549,1133204,1,5,300783,1,5,1,10,,,,,,,4,4,1,9,4,9,4,4,4,9,4,4,12872.33454,934,30,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,49000
6550,1133204,1,6,301052,1,6,1,4,,,,,,,5,9,5,9,4,9,5,5,5,9,4,4,12872.33454,931,210,1,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,20000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,1133204,2,8,302768,2,8,1,5,,,,,,,4,9,4,4,4,9,4,4,4,9,3,4,12872.33454,932,330,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
6553,1133204,2,8,302769,1,8,1,5,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,12872.33454,931,270,1,1,2,,4,,6,,8,9,,,,,,,,,,,,,4,3,3,35000
6554,1133204,2,9,302770,2,9,1,7,1,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,12872.33454,921,60,2,1,2,,,,6,,8,,,,,,,,,,,,,,4,4,4,160000
6555,1133204,2,9,302817,1,9,1,15,,2,,,,,3,9,4,9,4,9,4,4,3,9,3,3,12872.33454,923,50,1,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,50000
6556,1133204,2,9,302846,1,9,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,3,3,12872.33454,911,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,20000
6557,1133204,2,10,302884,1,10,1,4,,,,,,,5,9,4,9,3,9,3,2,3,9,3,3,12872.33454,931,260,1,1,2,3,,5,6,,,,,,,,,,,,,,,,4,3,4,25000
6558,1133204,2,10,302886,1,10,1,4,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,12872.33454,931,40,1,1,,3,,5,6,,,,,,,,,,,,,,,,5,5,5,5000
6559,1133204,2,12,303692,1,12,1,8,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,12872.33454,931,220,1,1,2,,,,,,,,,,,,,,,,,,,,4,3,3,20000
6560,1133204,2,12,303693,1,12,1,6,,,,,,,5,5,5,9,5,9,4,4,4,9,4,4,12872.33454,923,310,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,21000
6561,1133301,1,2,108536,1,2,1,6,,,,,,,4,4,3,9,4,9,4,4,4,3,3,4,7211.285403,923,310,1,1,,,4,,,,,,,,,,,,,,,,,,4,4,4,75000
6562,1133301,2,8,121614,2,8,1,6,,,,,,,5,4,3,4,4,9,5,5,4,4,3,3,7211.285403,932,400,4,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,450000
6563,1133302,1,2,108536,1,2,1,6,,,,,,,4,4,3,9,4,9,4,4,4,3,3,4,6308.324176,923,310,1,1,,,4,,,,,,,,,,,,,,,,,,4,4,4,75000
6564,1133302,1,4,108544,2,4,1,3,1,,,,,,4,4,3,4,4,9,3,3,4,9,3,3,6308.324176,931,260,2,1,2,3,,,,,,,,,,,,,,,,,,,5,4,4,100000
6565,1133302,2,8,121614,2,8,1,6,,,,,,,5,4,3,4,4,9,5,5,4,4,3,3,6308.324176,932,400,4,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,450000
