,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
12585,1236002,2,8,115622,2,8,1,6,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5162.176132,936,480,4,1,,3,,,6,,,,,,,,,,,17,,,,,4,4,4,250000
12586,1236002,2,10,115629,1,10,1,16,,,,,,,4,9,3,9,3,9,4,4,4,9,3,2,5162.176132,936,310,1,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,75000
12587,1236002,2,11,115632,2,11,1,14,,,,,,,4,9,4,9,3,4,4,4,4,4,4,4,5162.176132,921,310,3,1,2,,,,,,8,,,,,,,,,17,,,,,4,4,4,175000
12588,1236002,2,12,115649,1,12,1,5,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5162.176132,936,20,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12589,1236102,1,4,109838,1,4,1,4,1,,,,,,4,4,4,9,4,9,4,3,4,9,4,4,4505.109773,936,450,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,50000
12590,1236103,1,1,110546,1,1,1,4,1,,,,,,4,9,4,9,4,9,4,4,3,9,3,4,4777.917477,936,20,1,1,2,,,5,,,,,,,,,,,,,,,,,4,4,5,20000
12591,1236103,1,5,110547,1,5,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,9,3,4,4777.917477,936,20,1,1,2,,4,,6,,,,,,,,,,,,,,,,5,5,5,20000
12592,1236103,1,5,110550,1,5,1,4,1,,,,,,5,9,4,9,4,9,4,4,4,9,4,4,4777.917477,936,20,1,1,2,,,5,6,,,,,,,,,,,,,,,,4,5,5,25000
12593,1236103,2,8,118862,1,8,1,2,1,,,,,,4,9,4,9,4,4,4,4,4,4,4,4,4777.917477,936,60,1,1,,,,,,,,9,,,,,,,,,,,,,4,4,4,51600
12594,1236104,2,8,109839,2,8,1,2,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,5311.700744,931,130,4,1,,3,,5,,,,9,,,,,,,,,,,,,4,4,4,600000
12595,1236105,1,5,110554,1,5,1,4,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,4528.497862,938,360,1,1,2,,4,,,,,9,,,,,,,,,,,,,4,5,4,30000
12596,1236105,2,9,118850,1,9,1,4,1,,,,,,4,9,4,9,4,4,4,4,4,9,4,2,4528.497862,924,10,1,1,2,,,,,,8,,,,,,,15,,,,,,,3,3,3,80000
12597,1236202,1,4,109826,1,4,1,5,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,6274.367559,936,330,1,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,60000
12598,1236203,1,5,110559,2,5,1,2,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,7010.466009,936,30,2,,,,,5,,,,,,,,,,,,17,,,,,4,4,4,213333
12599,1236203,1,5,110559,2,5,1,2,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,7010.466009,938,110,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,66667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601,1236204,1,5,109825,1,5,1,2,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,3,7397.72492,936,310,1,1,2,3,4,,,,,,,,,,,,,,,,,,4,4,4,50000
12602,1236204,2,7,118907,1,7,1,2,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,7397.72492,936,20,1,1,,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
12603,1236301,1,1,105436,2,1,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,6432.031961,939,20,3,1,2,3,4,,,,,9,,,,,,15,,,,,,,4,4,4,800000
12604,1236301,1,2,105442,1,2,1,5,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,6432.031961,938,50,1,1,,,,,,,,,,,12,,,,,,,,,,4,4,4,150000
12605,1236301,1,4,105445,1,4,1,6,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,6432.031961,936,60,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,30000
12606,1236301,1,5,105446,1,5,1,10,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,6432.031961,938,90,1,1,,,,,,,,9,,11,,,,,,,,,,,4,4,4,50000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12608,1236301,1,5,105453,1,5,1,6,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,6432.031961,935,10,1,1,2,3,4,,,,,,,,,,,,,,,,,,3,3,4,75000
12609,1236301,1,6,105455,1,6,1,6,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,6432.031961,936,10,1,1,2,,4,5,,,,,,,,,,,,,,,,,4,3,4,50000
12610,1236301,2,8,115560,1,8,1,6,,,,,,,4,9,4,9,3,9,4,4,4,2,3,4,6432.031961,938,90,1,1,2,,,5,,7,,,,,,,,,,,,,,,4,3,3,110000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12612,1236301,2,9,115576,2,9,1,6,,,,,,,4,4,3,4,4,4,4,4,4,3,3,2,6432.031961,921,90,1,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,4,180000
12613,1236301,2,10,115580,1,10,1,6,,,,,,,4,9,4,9,4,9,4,4,3,2,3,2,6432.031961,938,330,1,1,,,,5,,,,,,,,,,,,,,,,,4,3,3,85000
12614,1236302,1,1,105436,2,1,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,5241.609573,939,20,3,1,2,3,4,,,,,9,,,,,,15,,,,,,,4,4,4,800000
12615,1236302,1,4,105445,1,4,1,6,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5241.609573,936,60,1,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,30000
12616,1236302,1,5,105446,1,5,1,10,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,5241.609573,938,90,1,1,,,,,,,,9,,11,,,,,,,,,,,4,4,4,50000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618,1236302,1,5,105453,1,5,1,6,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,5241.609573,935,10,1,1,2,3,4,,,,,,,,,,,,,,,,,,3,3,4,75000
12619,1236302,1,6,105455,1,6,1,6,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,5241.609573,936,10,1,1,2,,4,5,,,,,,,,,,,,,,,,,4,3,4,50000
12620,1236302,2,8,115560,1,8,1,6,,,,,,,4,9,4,9,3,9,4,4,4,2,3,4,5241.609573,938,90,1,1,2,,,5,,7,,,,,,,,,,,,,,,4,3,3,110000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12622,1236302,2,9,115576,2,9,1,6,,,,,,,4,4,3,4,4,4,4,4,4,3,3,2,5241.609573,921,90,1,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,4,180000
12623,1236302,2,10,115580,1,10,1,6,,,,,,,4,9,4,9,4,9,4,4,3,2,3,2,5241.609573,938,330,1,1,,,,5,,,,,,,,,,,,,,,,,4,3,3,85000
12624,1236501,1,1,106511,1,1,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,,,3,,,,,,,,,12,,,,,,,,,,4,4,4,160000
12625,1236501,1,2,106514,1,2,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,,,3,,,,,,,,,12,,,,,,,,,,4,4,4,160000
12626,1236501,1,3,106515,1,3,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,,,3,,,,,,,,,,,,,,,,,,,4,4,4,160000
12627,1236501,1,4,106516,1,4,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,,,3,,,,,,,,,,,,,,,,,,,4,4,4,160000
12628,1236501,1,5,106517,1,5,1,4,1,,,,,,4,9,5,9,4,9,4,5,5,5,5,5,5010.262496,936,30,1,,,3,,,,,,,,,,,,,,,,,,,4,4,4,160000
12629,1236501,1,5,106518,1,5,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,,,3,,,,,,,,,,,,,,,,,,,4,4,4,160000
12630,1236501,2,7,122548,1,7,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12631,1236501,2,8,122549,1,8,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12632,1236501,2,9,122550,1,9,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12633,1236501,2,10,122551,1,10,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,5010.262496,936,30,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12634,1236601,1,1,105460,2,1,1,7,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,4691.93568,934,10,3,,,3,,,6,7,,,,,,,,,,17,,,,,4,4,4,125000
12635,1236601,1,3,105465,2,3,1,17,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4691.93568,936,60,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,115000
12636,1236601,1,4,105468,1,4,1,7,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4691.93568,938,60,1,1,,,,,,,,,,,12,,,,,,,,,,4,4,4,45000
12637,1236601,1,5,105472,2,5,1,25,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4691.93568,936,320,3,1,,,,5,6,,,,,,,,,,,,,,,,4,4,4,50000
12638,1236601,2,7,115309,2,7,1,12,1,,,,,,4,4,4,4,4,9,4,4,4,3,3,2,4691.93568,921,90,2,1,,3,,,,,,,,11,,,,,,,,,,,4,4,4,150000
12639,1236601,2,12,115311,2,12,1,7,,,,,,,4,9,4,4,4,9,4,4,4,4,3,3,4691.93568,931,190,2,1,,,,5,,,,,,,,,,,,,,,,,4,4,4,200000
12640,1236601,2,12,115314,2,12,1,15,1,,,,,,4,9,2,4,4,9,4,4,4,4,4,2,4691.93568,935,330,2,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,200000
12641,1236602,1,1,105460,2,1,1,7,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,4453.571051,934,10,3,,,3,,,6,7,,,,,,,,,,17,,,,,4,4,4,125000
12642,1236602,1,3,105465,2,3,1,17,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4453.571051,936,60,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,115000
12643,1236602,1,4,105468,1,4,1,7,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4453.571051,938,60,1,1,,,,,,,,,,,12,,,,,,,,,,4,4,4,45000
12644,1236602,1,5,105472,2,5,1,25,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4453.571051,936,320,3,1,,,,5,6,,,,,,,,,,,,,,,,4,4,4,50000
12645,1236602,2,7,115309,2,7,1,12,1,,,,,,4,4,4,4,4,9,4,4,4,3,3,2,4453.571051,921,90,2,1,,3,,,,,,,,11,,,,,,,,,,,4,4,4,150000
12646,1236602,2,12,115311,2,12,1,7,,,,,,,4,9,4,4,4,9,4,4,4,4,3,3,4453.571051,931,190,2,1,,,,5,,,,,,,,,,,,,,,,,4,4,4,200000
12647,1236602,2,12,115314,2,12,1,15,1,,,,,,4,9,2,4,4,9,4,4,4,4,4,2,4453.571051,935,330,2,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,200000
12648,1236701,1,1,106037,2,1,1,50,,,3,,,,3,9,3,3,3,4,4,4,4,9,3,3,5093.11912,939,10,2,1,,,,,6,,8,,,,,,,,,,,,,,3,3,1,450000
12649,1236701,1,4,106043,2,4,1,3,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,5093.11912,938,90,2,1,2,3,,,6,,,,,,,,,,,,,,,,4,3,3,150000
12650,1236701,1,5,108753,2,5,1,9,,,3,,,,4,9,4,4,4,9,4,5,4,9,4,5,5093.11912,938,50,3,1,2,,,,6,,,,,,,,,,,,18,,20,,4,4,4,130000
12651,1236702,1,3,106033,2,3,1,4,1,,,,,,4,3,4,4,4,4,3,3,3,3,3,3,5108.029948,921,70,2,1,2,,4,,6,,,,,,,,,,,,,,,,3,2,2,170000
12652,1236702,2,8,122643,1,8,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,5108.029948,936,60,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,70000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12654,1236703,2,7,122650,2,7,1,2,,,,4,,,3,9,4,9,3,9,4,4,4,4,4,3,5410.342097,921,130,2,1,2,,,,,,,,,,,,,15,,17,,,,,5,5,5,200000
12655,1236703,2,10,122658,1,10,1,3,1,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,5410.342097,936,410,1,1,2,,4,5,,,,,,,,,,,,,,,,,4,4,4,39000
12656,1236801,1,1,110932,1,1,1,4,,,3,,,,4,9,4,9,4,9,4,4,4,4,4,4,12644.93732,936,40,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12657,1236801,1,3,108759,1,3,1,3,,,,,5,,4,9,4,9,5,4,4,4,4,9,4,4,12644.93732,936,60,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,120000
12658,1236801,1,5,108762,2,5,1,2,1,,,,,,4,4,4,4,4,9,4,4,4,9,4,4,12644.93732,931,10,2,1,2,,4,,6,,,9,,,,,,,,,,,,,4,4,4,200000
12659,1236801,1,5,110933,1,5,1,4,,,3,,,,4,9,4,9,4,9,4,4,4,4,4,4,12644.93732,936,40,1,1,,,,,,,,,,,,13,,,,,,,,,4,4,4,150000
12660,1236801,1,5,110934,1,5,1,4,,,3,,,,4,9,4,9,4,9,4,4,4,4,4,4,12644.93732,936,310,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,180000
12661,1236801,2,7,118971,2,7,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,12644.93732,936,310,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,300000
12662,1236801,2,7,118971,2,7,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,12644.93732,935,340,1,1,,3,,,,,,,,,,,,,,,,,,,2,2,2,200000
12663,1236801,2,10,118990,1,10,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,12644.93732,938,30,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
12664,1236801,2,10,118993,1,10,1,4,1,,,,,,4,9,5,9,4,9,4,4,4,4,4,4,12644.93732,936,360,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,140000
12665,1236802,2,7,118894,2,7,1,3,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,14110.15021,937,20,3,1,2,,4,5,6,,,,,,,,,,,,,,,,4,4,4,400000
12666,1236803,1,1,109852,1,1,1,2,1,,,,,,3,9,4,9,3,9,4,3,3,9,3,3,14110.15021,935,30,1,1,,,,,,,,9,,,,,,,,,,,,,3,3,3,40000
12667,1236803,2,8,118917,2,8,1,4,1,,,,,,4,9,4,4,4,4,4,4,4,4,4,2,14110.15021,921,90,2,1,,3,,5,,,,,,,,,,15,,,,,,,4,4,4,150000
12668,1236803,2,10,118961,2,10,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,14110.15021,937,20,1,1,,,4,,,,,,,,,,,,,17,,,,,4,4,4,73333
12669,1236803,2,10,118961,2,10,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,14110.15021,922,30,2,1,2,,,,,,,,,11,,,,15,,,,,,,4,4,4,106667
12670,1236901,1,3,102579,2,3,1,8,,,,,,,4,4,5,4,4,4,4,5,4,4,4,4,4413.417148,936,20,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,150000
12671,1236901,1,6,102597,1,6,1,20,1,,3,,,,4,5,4,9,5,4,4,4,4,9,4,4,4413.417148,936,330,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12672,1236901,2,8,122441,2,8,1,8,,,,,,,4,5,5,4,5,4,4,4,4,4,4,4,4413.417148,938,50,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
12673,1236901,2,11,122443,1,11,1,4,1,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,4413.417148,936,460,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12674,1236901,2,12,122442,2,12,1,15,1,,,,,,5,4,5,5,5,4,5,5,5,4,5,5,4413.417148,935,380,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12675,1236901,2,12,122444,1,12,1,5,1,,,,,,9,9,5,9,5,9,4,4,4,9,4,2,4413.417148,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,50000
12676,1236902,1,3,102579,2,3,1,8,,,,,,,4,4,5,4,4,4,4,5,4,4,4,4,4189.20211,936,20,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,150000
12677,1236902,1,5,102603,1,5,1,4,,,,4,,,4,9,4,9,5,9,4,4,4,9,4,4,4189.20211,936,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,0
12678,1236902,1,6,102606,1,6,1,4,1,,,,,,4,4,5,9,4,9,4,4,4,9,4,4,4189.20211,936,410,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12679,1236902,2,8,122441,2,8,1,8,,,,,,,4,5,5,4,5,4,4,4,4,4,4,4,4189.20211,938,50,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
12680,1236902,2,12,122442,2,12,1,15,1,,,,,,5,4,5,5,5,4,5,5,5,4,5,5,4189.20211,935,380,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12681,1237001,1,5,105627,1,5,1,7,,,,,,,4,4,4,9,3,4,4,5,5,4,4,2,5873.55892,936,430,1,,,,,,,,,,,11,,,,,,,,,,,4,4,4,15000
12682,1237001,2,7,123304,2,7,1,9,,,,,,,5,4,4,4,4,4,4,4,5,5,4,4,5873.55892,935,20,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,250000
12683,1237001,2,12,123305,1,12,1,9,1,,,,,,4,9,5,9,5,9,4,4,4,9,4,3,5873.55892,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,50000
12684,1237002,1,5,105627,1,5,1,7,,,,,,,4,4,4,9,3,4,4,5,5,4,4,2,7617.178366,936,430,1,,,,,,,,,,,11,,,,,,,,,,,4,4,4,15000
12685,1237002,2,7,123304,2,7,1,9,,,,,,,5,4,4,4,4,4,4,4,5,5,4,4,7617.178366,935,20,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,250000
12686,1237002,2,12,123305,1,12,1,9,1,,,,,,4,9,5,9,5,9,4,4,4,9,4,3,7617.178366,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,50000
12687,1237101,1,3,105718,1,3,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,3939.592189,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12688,1237101,1,5,105728,1,5,1,9,,,,,,,4,4,5,9,4,4,4,4,5,9,4,4,3939.592189,936,420,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12689,1237101,2,8,123306,1,8,1,9,,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,3939.592189,936,420,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,125000
12690,1237102,1,3,105718,1,3,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,3867.590112,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12691,1237102,1,5,105728,1,5,1,9,,,,,,,4,4,5,9,4,4,4,4,5,9,4,4,3867.590112,936,420,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12692,1237102,2,8,123306,1,8,1,9,,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,3867.590112,936,420,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,125000
12693,1237201,1,5,105619,1,5,1,9,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,4245.565455,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12694,1237201,2,7,122396,1,7,1,8,,,,,,,4,5,5,9,5,4,4,5,5,9,5,5,4245.565455,936,10,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,0
12695,1237201,2,8,122402,1,8,1,5,,,,,,,4,4,5,9,5,9,4,4,4,9,4,4,4245.565455,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,10000
12696,1237202,1,5,105619,1,5,1,9,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,4029.877794,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12697,1237202,2,7,122396,1,7,1,8,,,,,,,4,5,5,9,5,4,4,5,5,9,5,5,4029.877794,936,10,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,0
12698,1237202,2,8,122402,1,8,1,5,,,,,,,4,4,5,9,5,9,4,4,4,9,4,4,4029.877794,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,10000
12699,1237203,1,5,105619,1,5,1,9,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,9482.578147,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12700,1237203,2,7,122396,1,7,1,8,,,,,,,4,5,5,9,5,4,4,5,5,9,5,5,9482.578147,936,10,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,0
12701,1237203,2,8,122402,1,8,1,5,,,,,,,4,4,5,9,5,9,4,4,4,9,4,4,9482.578147,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,10000
12702,1237401,1,5,102618,1,5,1,10,,,,4,,,4,4,4,9,5,4,4,4,4,9,4,4,8056.930494,936,420,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
12703,1237501,1,1,108336,1,1,1,4,1,,,,,,4,4,5,9,4,3,4,4,4,9,4,4,8812.077789,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12704,1237501,1,2,108349,1,2,1,5,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,8812.077789,924,10,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12705,1237501,1,4,108299,1,4,1,23,,,3,,,,4,4,4,9,5,4,4,5,4,4,4,4,8812.077789,936,20,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12706,1237501,1,5,108305,1,5,1,8,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,8812.077789,936,10,1,,2,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
12707,1237501,1,6,108313,1,6,1,8,,,,,,,4,4,4,9,4,3,4,4,4,9,4,4,8812.077789,935,50,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12708,1237501,1,6,108394,1,6,1,4,1,,,,,,4,9,4,9,4,4,4,4,4,9,4,4,8812.077789,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12709,1237501,2,7,123400,1,7,1,4,1,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,8812.077789,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12710,1237501,2,8,123398,1,8,1,5,1,,,,,,4,9,5,9,4,9,4,4,4,9,4,4,8812.077789,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12711,1237502,1,4,108299,1,4,1,23,,,3,,,,4,4,4,9,5,4,4,5,4,4,4,4,8364.397388,936,20,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12712,1237502,1,5,108305,1,5,1,8,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,8364.397388,936,10,1,,2,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
12713,1237502,1,6,108313,1,6,1,8,,,,,,,4,4,4,9,4,3,4,4,4,9,4,4,8364.397388,935,50,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12714,1237502,2,7,123334,1,7,1,30,,,3,,,,4,4,5,9,4,4,4,5,4,4,4,4,8364.397388,935,330,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12715,1237502,2,8,123335,1,8,1,30,,,3,,,,4,4,5,9,4,9,4,4,4,9,4,4,8364.397388,934,380,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12716,1237502,2,9,123338,1,9,1,30,,,3,,,,4,4,5,9,4,4,4,4,4,9,4,4,8364.397388,936,20,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12717,1237502,2,10,123339,1,10,1,30,,,3,,,,4,4,5,9,4,4,4,5,4,4,4,4,8364.397388,935,320,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12718,1237502,2,11,123341,1,11,1,30,,,3,,,,4,5,4,9,4,9,4,4,4,9,4,4,8364.397388,935,310,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12719,1237502,2,12,123344,2,12,1,30,,,3,,,,4,4,5,4,4,4,5,5,5,9,4,4,8364.397388,939,20,3,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,200000
12720,1237601,1,4,108420,1,4,1,4,,,,,,,2,2,4,9,4,9,4,4,4,9,4,4,3600.729994,936,450,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12721,1237601,1,5,108423,1,5,1,23,,,3,,,,4,4,4,9,5,9,4,4,4,4,4,4,3600.729994,936,30,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,15000
12722,1237601,2,10,123308,1,10,1,5,1,,,,,,4,4,5,9,4,9,5,5,4,4,4,4,3600.729994,935,40,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12723,1237601,2,10,123309,1,10,1,5,1,,,,,,4,4,5,9,4,4,4,4,4,5,4,4,3600.729994,936,450,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12724,1237601,2,12,123312,1,12,1,5,1,,,,,,4,5,5,9,4,4,4,4,5,9,4,4,3600.729994,936,420,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12725,1237602,1,4,108420,1,4,1,4,,,,,,,2,2,4,9,4,9,4,4,4,9,4,4,3417.801939,936,450,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12726,1237602,1,5,108423,1,5,1,23,,,3,,,,4,4,4,9,5,9,4,4,4,4,4,4,3417.801939,936,30,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,15000
12727,1237602,2,10,123308,1,10,1,5,1,,,,,,4,4,5,9,4,9,5,5,4,4,4,4,3417.801939,935,40,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
