HID, ,sex,age,sr_type,sido,ara_size,school1,school2,occ0,occ1,occ2,fac,marry,inc1_1,inc2_1,wt
10164,1016402,2,39,2,1,1,6,1,,11,9,4,2,3600,300,4634.5278849714500000
10165,1016501,1,45,2,1,1,6,1,,3,6,3,2,5000,417,13457.9622614782000000
10165,1016502,2,42,2,1,1,6,1,,11,9,3,2,5000,417,11772.8232830019000000
10166,1016601,2,71,2,1,1,3,1,,11,9,2,3,5000,417,5153.2256010150200000
10166,1016602,1,49,2,1,1,5,1,,3,6,2,1,5000,417,12387.7986355437000000
10167,1016701,1,62,2,1,1,6,1,,1,7,3,2,12000,1000,8765.9879955887200000
10167,1016702,2,61,2,1,1,6,1,,11,9,3,2,12000,1000,8320.6490964265300000
10167,1016703,2,35,2,1,1,8,2,,14,12,3,1,12000,1000,10340.1389665539000000
10168,1016801,1,56,2,1,1,7,1,,4,3,4,2,8000,667,4643.5011283786700000
10168,1016802,2,57,2,1,1,5,1,,11,9,4,2,8000,667,4407.5971228277600000
10168,1016803,1,25,2,1,1,6,2,,14,12,4,1,8000,667,6247.6396505813300000
10168,1016804,1,24,2,1,1,6,2,,14,12,4,1,8000,667,6592.7599496115600000
10169,1016901,2,90,2,1,1,4,1,,11,9,1,3,2000,167,8349.4504142612000000
10170,1017002,2,59,2,1,1,4,1,,11,9,2,3,5000,417,9569.2241087825500000
10170,1017003,1,39,2,1,1,6,1,,1,7,2,1,5000,417,10692.4180214304000000
10171,1017102,2,73,2,1,1,2,1,,16,14,2,2,1200,100,4933.0507884498500000
10171,1017103,1,38,2,1,1,5,1,,3,6,2,1,1200,100,9382.8698333916400000
10172,1017201,2,85,2,1,1,2,1,,16,14,1,3,1200,100,8349.4504142612000000
10173,1017302,1,31,2,4,1,6,1,,3,6,1,1,5800,483,11451.7171547944000000
10175,1017501,1,37,2,1,1,5,1,,2,8,3,2,6000,500,12769.3344490641000000
10175,1017502,2,37,2,1,1,5,1,,11,9,3,2,6000,500,12120.6133523159000000
10177,1017701,1,44,2,1,1,4,1,,3,6,3,2,6000,500,13639.3237728877000000
10177,1017702,2,38,2,1,1,4,1,,11,9,3,2,6000,500,11114.9960842190000000
10178,1017801,1,55,2,1,1,6,1,,5,2,4,2,7000,583,4435.7695207229200000
10178,1017802,2,52,2,1,1,4,1,,5,2,4,2,7000,583,5341.4904728065900000
10178,1017803,1,24,2,1,1,6,2,,14,12,4,1,7000,583,6297.8263240221300000
10178,1017804,2,21,2,1,1,6,2,,14,12,4,1,7000,583,5977.8775579884500000
10179,1017901,1,58,2,1,1,6,1,,3,6,1,4,5000,417,30231.5877879604000000
10180,1018001,2,58,2,1,1,4,1,,3,6,1,2,2000,167,27465.9716951218000000
10181,1018101,1,56,1,1,1,5,1,,3,6,4,2,7000,583,3587.0567838814300000
10181,1018102,2,53,1,1,1,4,1,,5,2,4,2,7000,583,4319.4826843474700000
10181,1018104,1,26,1,1,1,6,2,,14,12,4,1,7000,583,4826.2372662950700000
10181,1018105,2,23,1,1,1,6,2,,14,12,4,1,7000,583,4834.1073961165600000
10182,1018201,1,48,1,1,1,6,1,,3,6,4,2,5500,458,5355.0731680569200000
10182,1018202,2,45,1,1,1,4,1,,3,6,4,2,5500,458,5083.0191348098300000
10182,1018203,1,18,1,1,1,4,2,,13,11,4,1,5500,458,5094.4925675521400000
10182,1018204,2,15,1,1,1,3,2,,12,10,4,1,5500,458,4835.6768227706800000
10183,1018301,1,73,1,1,1,4,1,,5,2,4,2,9000,750,2058.7225384806400000
10183,1018302,2,69,1,1,1,3,1,,3,6,4,2,9000,750,2077.9015463021200000
10183,1018303,1,45,1,1,1,5,1,,3,6,4,2,9000,750,4697.5253904293000000
10183,1018304,2,45,1,1,1,6,1,,16,14,4,2,9000,750,4458.8767877603300000
10184,1018401,1,75,1,1,1,4,1,,16,14,2,2,1200,100,4162.9453776588400000
10184,1018402,2,74,1,1,1,4,1,,11,9,2,2,1200,100,4086.8611796607000000
10185,1018501,1,31,1,1,1,4,1,,4,3,2,1,2500,208,9957.7620195449500000
10185,1018502,2,55,1,1,1,3,1,,4,3,2,3,2500,208,11181.0691597744000000
10187,1018701,1,47,1,1,1,4,1,,3,6,4,2,4800,400,5426.8383690084900000
10187,1018702,2,48,1,1,1,4,1,,11,9,4,2,4800,400,5151.1384448925100000
10187,1018703,1,17,1,1,1,4,2,,13,11,4,1,4800,400,5162.7656371037500000
10187,1018704,1,15,1,1,1,3,2,,12,10,4,1,4800,400,5162.7656371037500000
10188,1018801,1,70,1,1,1,4,1,,5,2,3,2,3600,300,4948.6725065582300000
10188,1018802,2,67,1,1,1,4,1,,11,9,3,2,3600,300,4994.7742162035100000
10188,1018803,1,39,1,1,1,5,1,,3,6,3,1,3600,300,8934.3951021288700000
10189,1018901,1,34,1,8,2,4,1,,3,6,2,1,3000,250,13675.5856779430000000
10189,1018902,2,32,1,8,2,4,1,,11,9,2,2,3000,250,12980.8242575214000000
10191,1019101,1,83,2,1,1,6,1,,6,1,2,2,1200,100,3486.7070889069500000
10191,1019102,2,83,2,1,1,4,1,,11,9,2,2,1200,100,3309.5717451834300000
10192,1019201,1,55,1,1,1,4,1,,5,2,4,2,4000,333,3760.0626476439400000
10192,1019202,2,51,1,1,1,5,1,,11,9,4,2,4000,333,4527.8138811578300000
10192,1019203,1,19,1,1,1,6,2,,14,12,4,1,4000,333,4794.9161900014200000
10192,1019204,2,17,1,1,1,4,2,,13,11,4,1,4000,333,4551.3198379752900000
10193,1019301,1,44,1,1,1,5,1,,3,6,4,2,5000,417,5202.1595860684600000
10193,1019302,2,43,1,1,1,4,1,,11,9,4,2,5000,417,4937.8740286969800000
10195,1019501,1,70,1,11,1,4,1,,4,3,2,2,3000,250,7734.5498476706300000
10196,1019601,1,42,1,1,1,6,1,,3,6,4,2,4600,383,5202.1595860684600000
10196,1019602,2,42,1,1,1,6,1,,16,14,4,2,4600,383,4937.8740286969800000
10197,1019701,1,54,1,1,1,4,1,,8,4,5,2,6000,500,4926.0625048266200000
10197,1019702,2,54,1,1,1,4,1,,11,9,5,2,6000,500,4675.8035204192000000
10197,1019703,2,30,1,1,1,5,1,,4,3,5,1,6000,500,3115.6871846480900000
10197,1019704,1,25,1,1,1,6,2,,14,12,5,1,6000,500,5224.3610749720800000
10197,1019705,2,23,1,1,1,6,2,,14,12,5,1,6000,500,5232.8804240271900000
10198,1019801,1,44,1,1,1,6,1,,3,6,4,2,6000,500,5202.1595860684600000
10198,1019802,2,44,1,1,1,5,5,,15,13,4,2,6000,500,4937.8740286969800000
10201,1020101,1,67,1,1,1,3,1,,9,5,3,2,4000,333,6154.4704534527600000
10201,1020102,2,60,1,1,1,3,1,,16,14,3,2,4000,333,7981.4810451376000000
10201,1020103,1,40,1,1,1,4,1,,3,6,3,1,4000,333,12171.2779375121000000
10202,1020201,1,81,1,1,1,2,1,,16,14,2,2,1200,100,3819.6864146244900000
10202,1020202,2,75,1,1,1,2,1,,11,9,2,2,1200,100,3625.6347066037000000
10203,1020301,1,71,1,1,1,3,1,,16,14,2,2,5000,417,4167.9849841307200000
10203,1020302,2,68,1,1,1,4,1,,11,9,2,2,5000,417,4206.8138282883500000
10204,1020401,2,70,1,1,1,4,1,,11,9,1,3,800,67,9640.5901556080600000
10206,1020601,1,66,1,1,1,4,1,,3,6,3,2,3600,300,6225.8510575099600000
10206,1020602,2,57,1,1,1,4,1,,11,9,3,2,3600,300,9460.3052948443000000
10206,1020603,1,30,1,1,1,5,1,,5,2,3,1,3600,300,8425.2648304164100000
10207,1020701,2,63,1,1,1,3,1,,11,9,3,4,5000,417,9160.3552402578400000
10207,1020702,1,37,1,1,1,4,1,,3,6,3,1,5000,417,11992.9258626166000000
10207,1020703,1,37,1,1,1,4,1,,3,6,3,1,5000,417,11992.9258626166000000
10208,1020801,1,50,1,1,1,4,1,,9,5,3,3,7200,600,11212.7758193546000000
10208,1020802,2,80,1,1,1,4,1,,11,9,3,3,7200,600,4765.1720435758900000
10208,1020803,2,46,1,1,1,4,1,,11,9,3,2,7200,600,11245.6028096352000000
10209,1020901,2,47,1,1,1,4,1,,5,3,3,4,3600,300,12448.4266551365000000
10209,1020902,2,25,1,1,1,6,1,,3,6,3,1,3600,300,12494.9483751328000000
10209,1020903,1,20,1,1,1,4,1,,16,14,3,1,3600,300,13890.8691705962000000
10210,1021001,1,78,1,1,1,1,99,,9,5,2,2,1000,83,3399.3947349270000000
10210,1021002,2,79,1,1,1,2,1,,11,9,2,2,1000,83,3226.6951248166500000
10211,1021101,1,57,1,1,1,4,1,,1,7,5,2,5000,417,4019.4348585983200000
10211,1021102,2,58,1,1,1,4,1,,11,9,5,2,5000,417,3815.2353210124700000
10211,1021103,2,31,1,1,1,4,5,,2,8,5,1,5000,417,3225.1957189318000000
10211,1021104,2,27,1,1,1,4,1,,14,12,5,1,5000,417,5133.2420966113800000
10211,1021105,2,25,1,1,1,6,1,,9,5,5,1,5000,417,5133.2420966113800000
10212,1021201,2,69,1,1,1,3,1,,11,9,1,3,1200,100,10251.1935180062000000
10213,1021301,1,77,1,1,1,2,1,,9,5,3,2,9600,800,4331.5954894493700000
10213,1021302,2,75,1,1,1,2,1,,11,9,3,2,9600,800,4111.5372406977100000
10213,1021303,1,41,1,1,1,4,1,,3,6,3,1,9600,800,9421.0005986339000000
10214,1021401,1,85,1,1,1,4,1,,16,14,2,2,1000,83,3446.2707358137200000
10214,1021402,2,80,1,1,1,3,1,,11,9,2,2,1000,83,3271.1896820323900000
10215,1021501,1,76,1,1,1,2,1,,9,5,5,2,7000,583,1710.1290097470500000
10215,1021502,2,74,1,1,1,2,1,,11,9,5,2,7000,583,1678.8737848098600000
10215,1021503,1,47,1,1,1,4,1,,3,6,5,2,7000,583,4035.8315336750100000
10215,1021504,1,21,1,1,1,4,1,,9,5,5,1,7000,583,4274.6870052807400000
10215,1021505,2,19,1,1,1,6,2,,14,12,5,1,7000,583,3644.3903557494500000
10217,1021701,1,84,1,1,1,2,1,,16,14,2,2,1000,83,3491.1378595268100000
10217,1021702,2,81,1,1,1,2,1,,11,9,2,2,1000,83,3313.7774191557400000
10218,1021801,1,52,1,1,1,4,1,,1,7,3,2,4000,333,11803.2799127986000000
10218,1021802,2,45,1,1,1,4,1,,3,6,3,2,4000,333,11837.8356874987000000
10218,1021803,2,19,1,1,1,6,2,,14,12,3,1,4000,333,11261.8005456213000000
10219,1021901,2,80,1,1,1,2,1,,11,9,1,3,700,58,8143.7532989100300000
10221,1022101,1,37,2,1,1,5,1,,3,6,4,2,4000,333,5324.3236550247100000
10221,1022102,2,37,2,1,1,5,1,,11,9,4,2,4000,333,5053.8317907299900000
10225,1022501,1,39,1,1,1,6,1,,3,6,4,2,6000,500,5332.0779912138600000
10225,1022502,2,39,1,1,1,6,1,,3,6,4,2,6000,500,5061.1921830141300000
10226,1022601,1,57,1,8,1,4,1,,16,14,5,2,7000,583,5131.2154444318700000
10226,1022602,2,58,1,8,1,4,1,,11,9,5,2,7000,583,4870.5340656144100000
10226,1022603,1,32,1,8,1,6,1,,3,6,5,1,7000,583,4337.6548736466000000
10226,1022604,1,27,1,8,1,6,1,,3,6,5,1,7000,583,6903.8391894396300000
10226,1022605,2,32,1,8,1,5,1,,3,6,5,2,7000,583,4117.2887897154600000
10227,1022701,1,49,1,1,1,4,1,,4,3,7,2,7000,583,4738.7429162517000000
10227,1022702,2,58,1,1,1,4,1,,11,9,7,2,7000,583,3355.5913631625900000
10227,1022703,1,35,1,1,1,4,1,,3,6,7,1,7000,583,3749.4560850660900000
10227,1022707,2,30,1,1,1,4,1,,11,9,7,2,7000,583,2836.6373207313700000
10227,1022708,1,37,1,1,1,5,1,,3,6,7,2,7000,583,3749.4560850660900000
10228,1022802,2,75,1,1,1,1,99,,11,9,2,3,2000,167,4497.5823302940800000
10228,1022803,2,52,1,1,1,4,1,,3,6,2,1,2000,167,10045.4642307440000000
10229,1022901,1,67,1,1,1,7,1,,3,6,2,2,2000,167,4425.4197271513500000
10229,1022902,2,72,1,1,1,6,1,,11,9,2,2,2000,167,3950.3901642664500000
10231,1023101,1,44,1,8,1,4,1,,5,2,3,2,2000,167,17911.6451662973000000
10231,1023102,2,38,1,8,1,4,1,,5,2,3,2,2000,167,14596.6082483548000000
10235,1023501,1,60,1,1,1,4,1,,3,6,5,2,8000,667,3485.4084145066300000
10235,1023502,2,62,1,1,1,4,1,,4,3,5,2,8000,667,3308.3390473995600000
10235,1023503,1,30,1,1,1,6,1,,3,6,5,1,8000,667,3452.2484987092700000
10235,1023504,2,30,1,1,1,6,1,,11,9,5,2,8000,667,3276.8637563592700000
10235,1023505,1,31,1,1,1,6,1,,3,6,5,2,8000,667,3452.2484987092700000
10236,1023601,1,57,1,1,1,4,1,,5,2,3,2,6000,500,11213.8247224492000000
10236,1023602,2,55,1,1,1,4,1,,5,2,3,2,6000,500,10644.1282592774000000
10236,1023603,1,28,1,1,1,4,1,,9,5,3,1,6000,500,15087.7396244124000000
10237,1023701,1,44,2,1,1,6,1,,5,2,5,2,7200,600,4050.3990505594000000
10237,1023702,2,38,2,1,1,6,1,,3,6,5,2,7200,600,3300.7625844312900000
10237,1023703,2,83,2,1,1,2,1,,11,9,5,3,7200,600,1767.6855405864700000
10238,1023802,2,69,1,1,1,4,5,,9,5,2,2,4800,400,4349.6454879744700000
10238,1023803,1,45,1,1,1,5,1,,4,3,2,1,4800,400,9833.2715308329000000
10239,1023901,1,78,1,8,1,1,99,,16,14,2,2,1200,100,5036.6781198500900000
10239,1023902,2,78,1,8,1,1,99,,16,14,2,2,1200,100,4780.7995251660500000
10240,1024001,1,71,1,1,1,3,1,,16,14,4,2,6000,500,2208.3243302541100000
10240,1024002,2,68,1,1,1,3,1,,16,14,4,2,6000,500,2228.8970246365000000
10240,1024003,1,43,1,1,1,6,1,,3,6,4,2,6000,500,4643.8604210836900000
10240,1024004,1,39,1,1,1,6,1,,3,6,4,1,6000,500,3986.9363054409100000
10241,1024101,1,52,2,1,1,7,1,,3,6,4,2,4000,333,5059.4720930683600000
10241,1024102,2,48,2,1,1,6,1,,11,9,4,2,4000,333,5074.2844146468800000
10241,1024103,1,16,2,1,1,4,2,,13,11,4,1,4000,333,5085.7381313067500000
10242,1024201,1,65,2,1,1,4,1,,3,6,6,2,5000,417,2066.7496594233200000
10242,1024202,2,63,2,1,1,4,1,,11,9,6,2,5000,417,2680.2831139562000000
10242,1024203,1,35,2,1,1,6,1,,3,6,6,1,5000,417,3509.0818896664400000
10242,1024204,2,30,2,1,1,6,1,,3,6,6,2,5000,417,2654.7831002413200000
10243,1024302,2,82,2,1,1,2,1,,11,9,2,3,4500,375,4097.3110024081300000
10243,1024303,1,48,2,1,1,6,1,,3,6,2,1,4500,375,10187.0104007991000000
10244,1024401,2,64,2,1,1,4,1,,3,6,2,3,4500,375,9243.8299645674800000
10244,1024402,1,39,2,1,1,5,1,,3,6,2,1,4500,375,12102.2126919798000000
10245,1024501,2,47,2,1,1,4,1,,2,8,4,4,3000,250,5411.7447181452000000
10245,1024502,1,25,2,1,1,6,2,,14,12,4,1,3000,250,5722.6998442203700000
10245,1024503,1,21,2,1,1,6,2,,14,12,4,1,3000,250,6038.8224108145900000
10245,1024504,2,19,2,1,1,6,2,,14,12,4,1,3000,250,5148.4064510147600000
10248,1024801,1,58,2,1,1,3,1,,5,2,3,2,4000,333,10876.3027619334000000
10248,1024802,2,57,2,1,1,3,1,,3,6,3,2,4000,333,10323.7534427475000000
10248,1024803,2,24,2,1,1,6,1,,3,6,3,1,4000,333,14657.4807123552000000
10249,1024901,2,63,2,1,1,3,1,,11,9,2,4,2000,167,9274.8942042167500000
10249,1024902,1,35,2,1,1,4,1,,3,6,2,1,2000,167,12142.8826347190000000
10250,1025001,1,46,2,1,1,4,1,,3,6,4,2,2000,167,5338.7031127932300000
10250,1025002,2,46,2,1,1,6,1,,11,9,4,2,2000,167,5067.4807282312600000
10250,1025003,2,17,2,1,1,4,2,,13,11,4,1,2000,167,4820.8945230071000000
10251,1025101,1,46,1,1,1,6,1,,3,6,4,2,4500,375,6292.2913301333300000
10251,1025102,2,38,1,1,1,6,1,,11,9,4,2,4500,375,4725.7449689648700000
10254,1025401,1,75,1,1,1,2,1,,16,14,2,2,650,54,4162.9453776588400000
10254,1025402,2,72,1,1,1,2,1,,11,9,2,2,650,54,4086.8611796607000000
10258,1025801,1,69,1,1,1,4,1,,5,2,4,2,9600,800,2413.9428449615300000
10258,1025802,2,66,1,1,1,4,1,,11,9,4,2,9600,800,2291.3071934232700000
10258,1025803,1,39,1,1,1,6,1,,5,2,4,1,9600,800,4098.5724039301400000
10258,1025804,2,38,1,1,1,5,1,,3,6,4,1,9600,800,3890.3524379181700000
10259,1025901,1,34,1,1,1,6,1,,9,5,4,1,6000,500,3190.7494454142000000
10259,1025902,2,66,1,1,1,4,1,,5,2,4,2,6000,500,2238.0212392823300000
10259,1025903,2,89,1,1,1,2,1,,16,14,4,3,6000,500,2034.9819150766800000
10259,1025904,2,36,1,1,1,4,1,,3,6,4,1,6000,500,3799.8795662779000000
10260,1026001,1,58,1,1,1,4,1,,16,14,2,2,3000,250,4909.3758348311900000
10260,1026002,2,56,1,1,1,4,1,,5,3,2,2,3000,250,4659.9645841019600000
10262,1026201,1,63,1,1,1,4,1,,2,8,3,2,8000,667,9155.7119667688100000
10262,1026202,2,58,1,1,1,4,1,,11,9,3,2,8000,667,10182.6797817566000000
10262,1026203,2,33,1,1,1,6,1,,3,6,3,1,8000,667,8607.8924302523700000
10264,1026401,1,42,1,1,1,4,1,,3,6,4,2,4000,333,5202.1595860684600000
10264,1026402,2,45,1,1,1,4,1,,5,2,4,2,4000,333,5357.9051721409300000
10265,1026501,1,57,1,1,1,6,1,,5,3,4,2,3000,250,4133.2765319428000000
10265,1026502,2,54,1,1,1,6,1,,2,8,4,2,3000,250,4977.2327244922800000
10265,1026503,2,22,1,1,1,6,2,,14,12,4,1,3000,250,5570.2220112722200000
10265,1026504,2,19,1,1,1,6,2,,14,12,4,1,3000,250,5003.0718204805800000
10266,1026601,2,89,1,8,1,3,1,,16,14,4,3,4500,375,2623.5625059552900000
10266,1026602,1,33,1,8,1,6,1,,3,6,4,2,4500,375,4113.6142532111500000
10266,1026603,2,20,1,8,1,4,1,,16,14,4,1,4500,375,6557.9312951411000000
10266,1026604,2,34,1,8,1,6,1,,11,9,4,2,4500,375,3904.6301154248700000
10267,1026701,1,75,1,1,1,4,1,,5,2,4,2,6000,500,4016.3900143592400000
10267,1026702,2,66,1,1,1,4,1,,5,2,4,2,6000,500,4192.7200362833200000
10267,1026703,2,39,1,1,1,6,1,,3,6,4,1,6000,500,7118.7131352273600000
10267,1026707,1,41,1,1,1,6,1,,3,6,4,2,6000,500,8735.4446697042800000
10270,1027001,1,51,1,1,1,5,1,,4,3,4,2,7000,583,5256.4907733822900000
10270,1027002,2,46,1,1,1,4,1,,3,6,4,2,7000,583,5271.8798950688300000
10270,1027003,1,21,1,1,1,6,2,,14,12,4,1,7000,583,5882.7509639767000000
10270,1027004,2,19,1,1,1,6,2,,14,12,4,1,7000,583,5015.3475217969700000
10271,1027101,1,70,1,1,1,7,1,,16,14,3,2,5000,417,4557.0012880671800000
10271,1027102,2,70,1,1,1,6,1,,5,3,3,2,5000,417,4325.4917379594400000
10271,1027103,1,42,1,1,1,4,1,,8,4,3,1,5000,417,9582.8668056414900000
10273,1027301,1,55,1,1,1,4,1,,3,6,3,2,8000,667,10957.5220265899000000
10273,1027302,2,52,1,1,1,4,1,,3,6,3,2,8000,667,13194.8919431367000000
10273,1027303,1,28,1,1,1,4,1,,3,6,3,1,8000,667,14742.8948960640000000
10274,1027401,1,59,2,1,1,3,1,,8,4,3,3,3800,317,11768.0829444840000000
10274,1027402,2,33,2,1,1,5,1,,4,3,3,1,3800,317,9442.7132340240600000
10274,1027403,1,31,2,1,1,4,1,,16,14,3,1,3800,317,9948.1074007544700000
10275,1027501,1,71,1,1,1,8,1,,4,3,2,2,4000,333,4167.9849841307200000
10275,1027502,2,66,1,1,1,4,1,,11,9,2,2,4000,333,4206.8138282883500000
10279,1027901,1,33,1,1,1,6,1,,3,6,2,2,12000,1000,10840.5251903393000000
10279,1027902,2,35,1,1,1,6,1,,2,8,2,2,12000,1000,12910.0359847101000000
10280,1028001,1,40,1,1,1,5,1,,17,15,1,1,2500,208,41528.6342225494000000
10281,1028101,1,48,2,8,2,6,1,,3,6,3,2,8000,667,18922.8353985887000000
10281,1028102,2,40,2,8,2,7,1,,2,8,3,2,8000,667,16553.4122352672000000
10283,1028301,1,59,2,1,1,4,1,,3,6,3,2,6000,500,11445.6164345330000000
10283,1028302,2,57,2,1,1,4,1,,11,9,3,2,6000,500,10864.1442461439000000
10283,1028303,1,28,2,1,1,6,1,,16,14,3,1,6000,500,15399.6058329163000000
10285,1028502,2,57,1,1,1,4,1,,5,2,4,2,4800,400,4294.6150645308000000
10285,1028503,2,26,1,1,1,6,1,,3,6,4,1,4800,400,5778.2278111591400000
10285,1028504,2,21,1,1,1,4,1,,3,6,4,1,4800,400,6097.4177487328500000
10286,1028601,1,50,1,1,1,6,1,,3,6,4,2,4000,333,5136.1017790483600000
10286,1028602,2,48,1,1,1,6,1,,11,9,4,2,4000,333,5151.1384448925100000
10286,1028603,1,20,1,1,1,6,2,,14,12,4,1,4000,333,5748.0187818036900000
10287,1028702,2,79,1,1,1,2,1,,16,14,2,2,4000,333,4045.9771087986200000
10287,1028703,1,55,1,1,1,7,1,,2,8,2,1,4000,333,7504.4838129422900000
10288,1028801,1,52,1,8,1,4,1,,5,2,5,2,9000,750,5824.1737544050900000
10288,1028802,2,52,1,8,1,4,1,,5,2,5,2,9000,750,5528.2879820744200000
10288,1028803,1,26,1,8,1,6,2,,14,12,5,1,9000,750,6176.8576071811100000
10288,1028804,1,24,1,8,1,4,1,,3,6,5,1,9000,750,6518.0678983763000000
10288,1028805,1,19,1,8,1,6,2,,14,12,5,1,9000,750,5854.4097094071600000
10289,1028901,1,74,1,1,1,6,1,,16,14,3,3,5000,417,2532.7458555499200000
10289,1028903,1,45,1,1,1,6,1,,3,6,3,1,5000,417,5779.1362078014300000
10289,1028904,1,41,1,1,1,6,1,,3,6,3,1,5000,417,5326.0828013875200000
10290,1029001,1,74,1,1,1,4,1,,16,14,2,2,1800,150,4167.9849841307200000
10290,1029002,2,68,1,1,1,3,1,,11,9,2,2,1800,150,4206.8138282883500000
10301,1030101,1,41,2,1,1,6,1,,3,6,4,2,10000,833,5687.0758998601900000
10301,1030102,2,40,2,1,1,6,1,,11,9,4,2,10000,833,5398.1551162622500000
10302,1030201,1,92,2,1,1,2,1,,16,14,2,2,700,58,3486.7070889069500000
10302,1030202,2,87,2,1,1,2,1,,11,9,2,2,700,58,3309.5717451834300000
10304,1030401,1,65,2,1,1,8,1,,2,8,4,2,10000,833,2675.2267419217700000
10304,1030402,2,62,2,1,1,6,1,,11,9,4,2,10000,833,3469.3921586892700000
10304,1030403,1,35,2,1,1,8,2,,14,12,4,1,10000,833,4542.1997134614100000
10304,1030404,2,31,2,1,1,6,2,,14,12,4,1,10000,833,3436.3846203556500000
10305,1030501,1,42,2,1,1,6,1,,3,6,4,2,9000,750,5687.0758998601900000
10305,1030502,2,40,2,1,1,6,1,,11,9,4,2,9000,750,5398.1551162622500000
10306,1030601,1,62,2,1,1,7,1,,5,2,2,2,4000,333,8623.2641204257500000
10306,1030602,2,58,2,1,1,7,1,,11,9,2,2,4000,333,9590.5089118694600000
10309,1030901,2,68,2,1,1,7,1,,2,8,1,1,4000,333,10233.9269252433000000
10310,1031001,1,63,2,1,1,7,1,,3,6,5,2,12000,1000,4367.3663961244000000
10310,1031002,2,58,2,1,1,5,1,,11,9,5,2,12000,1000,4857.2403394461200000
10310,1031003,1,34,2,1,1,6,1,,3,6,5,1,12000,1000,4325.8155978452300000
10310,1031004,2,32,2,1,1,6,1,,3,6,5,1,12000,1000,4106.0509851977400000
10310,1031005,1,35,2,1,1,6,1,,3,6,5,2,12000,1000,5427.3620880345100000
10311,1031101,1,68,1,1,1,4,1,,16,14,5,2,6600,550,2373.5990360362300000
10311,1031102,2,60,1,1,1,4,1,,11,9,5,2,6600,550,3078.2235219362700000
10311,1031103,2,37,1,1,1,6,1,,2,8,5,1,6600,550,3825.3336510255800000
10311,1031104,2,34,1,1,1,6,1,,3,6,5,1,6600,550,3048.9375328487300000
10311,1031105,1,26,1,1,1,5,2,,14,12,5,1,6600,550,5112.4357557851000000
10313,1031301,1,69,1,1,1,4,1,,16,14,3,2,3600,300,5277.2230646927000000
10313,1031302,2,69,1,1,1,3,1,,11,9,3,2,3600,300,5009.1240538970800000
10313,1031303,1,34,1,1,1,6,1,,2,8,3,2,3600,300,7141.5139036429800000
10314,1031401,1,67,1,1,1,4,1,,5,2,6,2,600,50,1896.8645929492100000
10314,1031402,2,63,1,1,1,4,1,,11,9,6,2,600,50,2459.9661186647000000
10314,1031403,2,39,1,1,1,6,1,,11,9,6,2,600,50,3057.0200984597800000
10314,1031404,2,37,1,1,1,6,1,,3,6,6,1,600,50,3057.0200984597800000
10314,1031405,1,44,1,1,1,6,1,,3,6,6,2,600,50,3751.3001882490500000
10315,1031501,1,75,1,1,1,2,1,,16,14,7,2,6000,500,1822.8773681464800000
10315,1031502,2,66,1,1,1,4,1,,11,9,7,2,6000,500,1902.9064502677500000
10315,1031503,2,44,1,1,1,4,1,,8,4,7,1,6000,500,3763.2487588432000000
10315,1031504,1,40,1,1,1,4,1,,9,5,7,2,6000,500,3964.6658646620900000
10315,1031505,1,36,1,1,1,5,1,,3,6,7,1,6000,500,3403.8211404887400000
10315,1031506,2,38,1,1,1,4,1,,11,9,7,2,6000,500,3230.8966554890900000
10316,1031601,2,56,1,1,1,4,1,,4,3,2,3,2400,200,9492.8763717933700000
10316,1031602,2,90,1,1,1,1,99,,16,14,2,3,2400,200,5391.9280164961800000
10316,1031603,2,22,1,1,1,6,2,,14,12,2,1,2400,200,13477.8162899737000000
10317,1031701,2,57,1,1,1,4,1,,5,2,3,4,4800,400,11032.9734296717000000
10317,1031702,2,35,1,1,1,6,1,,4,3,3,1,4800,400,11701.6771359900000000
10317,1031703,1,33,1,1,1,4,1,,5,3,3,1,4800,400,9825.8692626537900000
10318,1031801,2,52,1,1,1,4,1,,3,6,3,4,5400,450,14131.4767168745000000
10318,1031802,1,28,1,1,1,5,2,,14,12,3,1,5400,450,15789.3582502146000000
10318,1031803,1,26,1,1,1,6,2,,14,12,3,1,5400,450,15789.3582502146000000
10319,1031901,1,61,1,1,1,3,1,,9,5,3,2,3000,250,9306.7731884162300000
10319,1031902,2,60,1,1,1,3,1,,11,9,3,2,3000,250,8833.9607537463200000
10319,1031903,1,32,1,1,1,5,4,,7,4,3,1,3000,250,9218.2292421778000000
10321,1032101,1,64,1,1,1,4,1,,5,2,4,2,6000,500,3990.6387685653100000
10321,1032102,2,59,1,1,1,4,1,,5,2,4,2,6000,500,4438.2563423196800000
10321,1032103,2,34,1,1,1,6,1,,16,14,4,1,6000,500,3751.8643413514800000
10321,1032104,1,30,1,1,1,6,2,,14,12,4,1,6000,500,3952.6721288474100000
10323,1032301,2,55,2,1,1,6,1,,5,2,3,3,4200,350,10740.5156734506000000
10323,1032302,1,26,2,1,1,6,2,,14,12,3,1,4200,350,15224.3659570432000000
10323,1032303,1,25,2,1,1,5,2,,14,12,3,1,4200,350,15224.3659570432000000
10324,1032401,1,73,1,1,1,6,1,,3,6,1,3,3600,300,3787.6243125604400000
10325,1032501,1,47,1,1,1,6,1,,3,6,3,2,5400,450,12839.5602473490000000
10325,1032502,2,42,1,1,1,6,1,,3,6,3,2,5400,450,11231.8544878200000000
