PID,M_ID,q6_1,q6_1_1
1505902,302682,934,10
1505902,302684,923,10
1505902,302687,934,80
1505902,302688,931,220
1505902,302689,935,380
1505902,302690,934,80
1505902,302692,932,60
1505902,302694,934,380
1505902,302698,911,20
1505902,302700,931,190
1505902,302702,934,380
1505902,302703,934,380
1505902,116780,934,80
1505902,116784,934,80
1505902,116785,932,60
1505902,116787,934,30
1505902,116788,934,80
1505902,116795,932,400
1506001,300163,934,40
1506001,301983,934,40
1506001,302935,934,40
1506001,302937,931,220
1506002,300163,934,40
1506002,300164,931,220
1506002,301983,934,40
1506002,301984,933,20
1506002,302934,931,190
1506002,302935,934,40
1506002,302937,931,220
1506301,110536,931,50
1506401,106406,934,30
1506402,106406,934,30
1506402,106408,911,240
1506402,106411,931,110
1506402,106835,921,90
1506402,118525,931,190
1506501,110197,931,20
1506501,121688,934,40
1506501,121695,931,20
1506601,108342,934,80
1506601,108345,934,40
1506601,108340,931,60
1506601,118509,931,220
1506601,118514,923,10
1506601,118512,931,220
1506601,118513,934,80
1506602,108340,931,60
1506602,118509,931,220
1506602,118512,931,220
1506602,118513,934,80
1506701,121676,931,10
1506701,121680,931,10
1506701,121684,931,10
1506702,110205,932,30
1506901,106897,933,30
1506901,116485,931,10
1506901,116486,934,50
1506901,106900,933,20
1506901,900263,933,20
1506901,116489,937,350
1507001,108386,934,80
1507001,120120,934,10
1507001,120125,932,310
1507001,120130,934,80
1507002,120120,934,10
1507002,120125,932,310
1507002,120130,934,80
1507101,106890,932,60
1507101,106891,938,50
1507101,116480,934,340
1507101,116483,934,340
1507101,116484,935,330
1507301,106862,931,10
1507301,106864,923,310
1507301,106866,933,30
1507301,106868,938,30
1507301,116491,936,310
1507301,116492,931,370
1507302,116491,936,310
1507302,106871,911,20
1507302,116494,936,310
1507601,110521,921,20
1507601,118337,931,130
1507601,118340,931,240
1507701,110566,937,360
1507701,110568,931,380
1507701,110569,934,30
1507701,118434,931,380
1507701,118435,934,80
1507701,118437,933,380
1507702,110566,937,360
1507702,110568,931,380
1507702,110569,934,30
1507702,118434,931,380
1507702,118435,934,80
1507702,118437,933,380
1507901,110909,911,230
1507902,110914,939,20
1507902,110909,911,230
1507902,118355,932,60
1507902,118356,931,370
1507903,110909,911,230
1507903,110919,931,180
1507904,110922,933,370
1507904,110924,932,20
1507904,110928,931,130
1507904,110909,911,230
1507904,118355,932,60
1507904,118356,931,370
1507904,118361,931,370
1507904,118363,931,140
1508002,110820,934,30
1508002,118347,931,320
1508101,110576,931,190
1508101,110578,935,20
1508101,121087,936,460
1508101,121092,934,80
1508102,110576,931,190
1508102,110578,935,20
1508102,121087,936,460
1508102,121094,931,320
1508102,121092,934,80
1508102,121097,931,380
1508301,110523,935,370
1508301,110525,931,10
1508401,110827,939,10
1508401,110828,931,270
1508401,118399,932,60
1508401,118405,931,20
1508401,118406,932,30
1508402,110831,932,30
1508402,110827,939,10
1508402,110834,931,370
1508402,110828,931,270
1508402,110836,931,190
1508402,110839,931,320
1508402,118408,932,410
1508402,110848,932,70
1508402,118399,932,60
1508402,118413,931,370
1508402,118415,932,340
1508402,118405,931,20
1508402,118423,932,60
1508402,118406,932,30
1508402,118426,923,40
1508501,118335,931,90
1508501,118336,931,20
1508701,301146,933,20
1508701,301147,933,10
1508701,301611,931,190
1508701,301614,933,360
1508701,303165,933,20
1508701,303167,931,190
1508701,303167,933,360
1508701,303169,931,210
1508701,303529,931,220
1508702,301146,933,20
1508702,301147,933,10
1508702,301611,931,190
1508702,301614,933,360
1508702,303165,933,20
1508702,303167,931,190
1508702,303167,933,360
1508702,303169,931,210
1508702,303529,931,220
1508801,120963,936,460
1508802,120963,936,460
1508901,300332,911,230
1508901,300333,911,230
1508901,301043,934,40
1508901,302008,934,10
1508901,302011,933,350
1508902,300332,911,230
1508902,300333,911,230
1508902,301043,934,40
1508902,301157,931,250
1508902,302008,934,10
1508902,302022,931,210
1508902,302011,933,350
1509001,302322,934,80
1509001,302399,932,60
1509001,302387,934,80
1509002,302314,911,230
1509002,302318,911,230
1509002,302322,934,80
1509002,302378,911,230
1509002,302387,934,80
1509002,302388,911,230
1509002,303538,911,230
1509201,105193,934,80
1509201,105195,932,70
1509202,105193,934,80
1509202,105195,932,70
1509401,118574,935,10
1509401,118574,934,380
1509401,118574,932,400
1509402,118574,935,10
1509402,118574,934,380
1509402,118574,932,400
1509403,105933,933,350
1509403,120958,921,90
1509501,302410,931,190
1509502,302412,932,30
1509502,302410,931,190
1509701,109507,939,20
1509701,118182,932,60
1509701,118183,931,370
1509702,109507,939,20
1509702,118182,932,60
1509702,118183,931,370
1509801,300072,934,370
1509801,301475,932,30
1509801,121067,933,350
1509802,300072,934,370
1509802,301467,933,350
1509802,301475,932,30
1509802,301477,934,40
1509802,301479,933,350
1509802,121069,931,190
1509802,121065,931,190
1509802,121057,931,190
1509802,121067,933,350
1510001,106004,939,20
1510001,106008,932,30
1510001,116609,939,20
1510001,116610,935,50
1510002,106004,939,20
1510002,106014,931,220
1510002,116609,939,20
1510202,105997,939,20
1510202,116621,936,20
1510301,105976,939,20
1510301,105982,931,70
1510301,116613,932,30
1510301,116615,936,20
1510302,105976,939,20
1510302,116613,932,30
1510302,116615,936,20
1510401,105999,939,20
1510401,114734,936,20
1510401,114737,932,30
1510502,105959,939,20
1510502,116625,936,20
1510602,105938,939,20
1510703,105103,939,10
1510703,117054,936,20
1510704,105103,939,10
1510704,105093,931,190
1510704,105126,932,60
1510704,900219,932,60
1511001,105179,939,20
1511001,900223,939,20
1511001,116623,936,20
1511201,110323,939,10
1511201,110329,939,20
1511201,110332,939,20
1511201,110326,939,10
1511201,110337,911,190
1511201,115138,939,10
1511201,115141,939,20
1511201,115142,939,20
1511201,115144,939,10
1511201,115145,939,10
1511201,115147,939,20
1511201,115149,939,20
1511201,115153,939,10
1511201,115155,939,10
1511201,115157,939,20
1511201,115159,939,10
1511201,115161,939,20
1511401,110176,939,20
1511401,117961,939,20
1511402,110176,939,20
1511402,117961,939,20
1511501,108908,939,10
1511501,108917,937,10
1511501,108911,939,20
1511501,117106,939,20
1511502,108908,939,10
1511502,108911,939,20
1511502,117106,939,20
1511901,117112,939,20
1511902,110185,921,30
1511902,117112,939,20
1511903,110185,921,30
1511903,117112,939,20
1511903,117116,911,230
1512002,110306,939,20
1512002,110308,939,20
1512002,115705,939,20
1512002,115706,939,20
1512002,115707,939,20
1512002,115710,939,20
1512002,115713,939,20
1512002,115714,939,20
1512103,110126,922,40
1512103,110127,932,10
1512301,110001,932,350
1512301,110002,931,130
1512301,110003,933,370
1512301,110004,933,350
1512301,110005,933,20
1512301,120164,931,200
1512301,120168,932,350
1512301,120171,932,340
1512302,110001,932,350
1512302,110002,931,130
1512302,110003,933,370
1512302,110004,933,350
1512302,120164,931,200
1512302,120168,932,350
1512302,120171,932,340
1512401,109820,931,190
1512402,109820,931,190
1512501,110011,932,60
1512501,110016,931,370
1512502,110018,932,60
1512601,110331,935,10
1512601,110333,932,10
1512601,110334,932,30
1512601,110335,931,60
1512601,110336,911,50
1512601,119188,923,310
1512601,119191,911,240
1512601,119193,911,10
1512601,119198,911,240
1512602,110331,935,10
1512602,110345,931,20
1512602,110333,932,10
1512602,110334,932,30
1512602,110335,931,60
1512602,110336,911,50
1512602,119188,923,310
1512602,119201,932,10
1512602,119191,911,240
1512602,119193,911,10
1512602,119202,932,60
1512602,119198,911,240
1512603,110331,935,10
1512603,110333,932,10
1512603,110347,932,340
1512603,110334,932,30
1512603,110335,931,60
1512603,110336,911,50
1512603,110348,931,370
1512603,119188,923,310
1512603,119191,911,240
1512603,119193,911,10
1512603,119199,931,380
1512603,119200,931,190
1512603,119198,911,240
1512801,119068,923,40
1512801,119080,932,60
1512801,119081,932,60
1512802,119068,923,40
1512802,119085,937,10
1512802,119080,932,60
1512802,119081,932,60
1513001,110371,931,190
1513001,119134,911,240
1513001,119144,931,370
1513002,110381,931,180
1513002,110371,931,190
1513002,110378,932,30
1513002,119134,911,240
1513002,119144,931,370
1513002,119157,932,30
1513003,119134,911,240
1513003,119149,911,230
1513003,119150,911,10
1513303,104617,932,60
1513303,900187,932,60
1513401,104605,936,460
1513401,118565,921,90
1513402,104605,936,460
1513402,118565,921,90
1513403,104605,936,460
1513403,118565,921,90
1513404,104605,936,460
1513404,118565,921,90
1513501,118560,936,10
1513501,118561,939,20
1513502,118560,936,10
1513502,118561,939,20
1513503,118560,936,10
1513503,118561,939,20
1513504,118560,936,10
1513504,118561,939,20
1513601,118553,922,60
1513601,118557,934,80
1513602,118553,922,60
1513602,118557,934,80
1513701,118152,932,400
1513702,118152,932,400
1513703,118152,932,400
1513901,118142,931,370
1513902,118142,931,370
1513903,118142,931,370
1514001,118146,911,210
1514002,118146,911,210
1514003,118146,911,210
1514101,117773,932,310
1514102,117773,932,310
1514103,117773,932,310
1514104,117773,932,310
1514201,104474,937,20
1514201,117780,923,310
1514201,117783,934,30
1514202,104474,937,20
1514202,117780,923,310
1514202,117783,934,30
1514501,122904,932,30
1514502,110406,932,60
1514502,122905,932,310
1514502,122904,932,30
1514503,122904,932,30
1514504,122904,932,30
1514601,110785,932,340
1514601,110786,933,350
1514601,110784,933,350
1514601,110787,937,10
1514601,110789,934,370
1514601,110791,936,400
1514601,119178,937,10
1514601,110792,931,130
1514601,119179,932,70
1514601,119180,934,50
1514601,119181,933,370
1514601,119176,931,120
1514601,119182,935,360
1514601,119183,931,180
1514601,119177,939,20
1514601,119184,937,90
1514601,119185,932,340
1514601,119186,911,220
1514602,110784,933,350
1514602,110793,936,20
1514602,110793,937,40
1514602,110793,938,350
1514602,119176,931,120
1514602,119177,939,20
1514603,119176,931,120
1514603,119177,939,20
1514606,119176,931,120
1514606,119177,939,20
1514702,110783,936,20
1514802,110781,933,380
1514902,301765,932,70
1514902,301763,923,10
1514902,301764,923,40
1514902,301761,932,410
1514903,300342,932,60
1514903,300343,911,190
1514903,300341,911,20
1514903,301765,932,70
1514903,301763,923,10
1514903,301764,923,40
1514903,301761,932,410
1514905,300342,932,60
1514905,300343,911,190
1514905,300341,911,20
1514905,301765,932,70
1514905,301763,923,10
1514905,301764,923,40
1514905,301761,932,410
1515202,110652,932,20
1515303,117475,932,30
1515601,103900,931,320
1515601,900153,931,320
1515801,120978,926,20
1515801,120978,932,60
1515801,120978,921,90
1515802,120978,926,20
1515802,120978,932,60
1515802,120978,921,90
1515803,120997,932,30
1515803,120978,926,20
1515803,120978,932,60
1515803,120978,921,90
1515804,120978,926,20
1515804,120978,932,60
1515804,120978,921,90
1516001,105637,934,380
1516001,122736,934,350
1516002,105637,934,380
1516002,105640,931,210
1516002,900246,931,210
1516002,122736,934,350
1516003,105637,934,380
1516004,105637,934,380
1516004,122736,934,350
1516005,122736,934,350
1516101,103918,932,60
1516101,119552,921,90
1516102,103918,932,60
1516102,119552,921,90
1516103,103918,932,60
1516103,119552,921,90
1516104,103918,932,60
1516104,119552,921,90
1517001,108916,937,80
1517001,108913,932,60
1517301,108474,932,10
1517301,108475,932,10
1517301,108478,932,30
1517301,108479,932,30
1517301,108482,932,10
1517301,108484,932,10
1517301,122653,932,10
1517301,122660,932,10
1517301,122661,931,10
1517301,122662,931,240
1517301,122663,932,10
1517302,122653,932,10
1517302,122664,911,230
1517303,122665,931,10
1517303,122666,931,370
1517303,122667,911,230
1517304,108490,932,30
1517304,122671,911,30
1517701,108395,932,310
1517702,108395,932,310
1517801,108413,939,10
1517802,108413,939,10
1517805,108413,939,10
1517901,106798,931,40
1517902,106798,931,40
1518101,108457,931,20
1518101,108458,935,20
1518101,122470,932,70
1518101,122473,921,90
1518101,122474,935,20
1518101,122475,938,50
1518102,108460,938,90
1518102,122470,932,70
1518102,122473,921,90
1518301,101892,937,380
1518301,113730,937,380
1518301,113732,937,390
1518302,101892,937,380
1518302,113730,937,380
1518302,113732,937,390
1518401,101832,922,20
1518401,101833,922,40
1518401,114968,937,30
1518401,114970,938,30
1518401,114974,937,400
1518402,101814,937,10
1518402,114975,938,330
1518501,101826,922,70
1518501,101827,922,70
1518501,114825,922,70
1518501,114826,937,50
1518501,114827,922,20
1518502,101826,922,70
1518502,101827,922,70
1518502,114825,922,70
1518502,114826,937,50
1518502,114827,922,20
1518601,101914,933,30
1518601,114981,938,350
1518601,114986,932,40
1518601,114988,938,110
1518602,101914,933,30
1518602,101916,922,10
1518602,114981,938,350
1518602,114991,938,360
1518602,114995,937,20
1518603,114998,937,320
1518603,114999,937,410
1518603,115001,938,400
1518702,101897,937,10
1518702,114041,938,400
1518703,114043,937,420
1518801,101920,922,70
1518801,101918,938,370
1518801,114814,938,50
1518801,114817,922,40
1518801,114818,922,20
1518802,101920,922,70
1518802,101918,938,370
1518802,114814,938,50
1518802,114817,922,40
1518901,101840,932,10
1518901,101839,937,80
1518901,900064,932,10
1518901,114978,937,90
1518902,101842,922,20
1519001,101798,938,370
1519001,114024,937,360
1519001,114032,938,390
1519001,114036,937,80
1519001,114029,937,50
1519002,114024,937,360
1519002,114038,938,30
1519002,114028,922,10
1519002,114029,937,50
1519101,101822,938,350
1519101,112668,932,40
1519101,112669,937,420
1519102,112668,932,40
1519201,101886,937,20
1519201,101887,926,310
1519201,101888,937,380
1519201,900068,937,20
1519201,113734,938,400
1519201,113743,937,90
1519201,113736,937,20
1519201,113746,936,480
1519201,113741,937,100
1519202,101889,937,10
1519202,113734,938,400
1519202,113748,922,60
1519202,113736,937,20
1519202,113751,922,40
1519202,113741,937,100
1519203,101890,937,100
1519203,113757,935,50
1519203,113759,937,70
1519301,103982,937,390
1519301,120560,937,90
1519301,120562,937,360
1519301,120564,937,310
1519301,120561,936,30
1519301,120565,921,90
1519302,120560,937,90
1519302,120561,936,30
1519302,120566,937,100
1519302,120567,922,310
1519401,103959,935,330
1519401,120568,922,310
1519401,120571,937,350
1519401,120572,938,370
1519402,103959,935,330
1519402,120574,922,310
1519402,120568,922,310
1519402,120575,937,360
1519402,120576,937,100
1519403,103959,935,330
1519501,103958,938,30
1519501,120579,921,310
1519501,120581,938,350
1519501,120582,939,20
1519502,103956,938,70
1519502,120579,921,310
1519502,120581,938,350
1519502,120582,939,20
1519502,120584,922,310
1519601,120588,922,310
1519601,120587,938,50
1519601,120595,921,90
1519601,120590,937,100
1519602,120587,938,50
1519602,120598,922,310
1519603,120600,938,390
1519603,120602,937,10
1519604,120608,937,90
1519604,120610,938,70
1519604,120613,938,50
1519701,120619,937,90
1519701,120626,937,370
1519701,120621,938,370
1519701,120629,921,310
1519702,103953,937,30
1519702,103954,921,60
1519702,120633,922,310
1519702,120619,937,90
1519702,120634,937,400
1519702,120621,938,370
1519702,120635,938,50
1519703,120621,938,370
1519704,120637,922,310
1519704,120621,938,370
1519704,120727,921,90
1519704,120731,938,400
1520001,103942,937,40
1520001,103943,937,70
1520001,120753,938,340
1520001,120746,938,50
1520001,120751,938,400
1520001,120756,937,380
1520002,103942,937,40
1520002,120746,938,50
1520002,120759,921,60
1520002,120751,938,400
1520003,120764,937,370
1520004,120769,932,30
1520004,120770,926,30
1520101,103948,925,30
1520101,103949,937,20
1520101,900157,925,30
1520102,120773,936,350
1520102,120776,939,20
1520102,120780,937,310
1520102,120778,937,360
1520102,120785,938,390
1520102,120789,937,360
1520104,120472,938,70
1520104,120541,939,20
1520104,120542,937,100
1520201,103950,937,10
1520201,120793,937,100
1520201,120796,937,100
1520201,120795,937,40
1520201,120798,938,400
1520201,120799,938,370
1520202,103951,938,350
1520202,120793,937,100
1520202,120795,937,40
1520601,102008,936,410
1520601,102009,936,320
1520601,114389,934,50
1520602,102008,936,410
1520602,102009,936,320
1520602,114389,934,50
1520701,101993,936,10
1520701,114392,935,10
1520701,114394,934,80
1520703,101994,936,430
1520703,114392,935,10
1520703,114396,936,310
1521101,102002,936,30
1521101,114397,934,330
1521102,102002,936,30
1521102,114397,934,330
1521201,109712,935,20
1521201,121981,935,20
1521201,121982,936,420
1521201,121983,935,50
1521201,121985,935,380
1521201,121986,936,450
1521202,109712,935,20
1521202,121981,935,20
1521202,121982,936,420
1521202,121983,935,50
1521202,121985,935,380
1521202,121986,936,450
1521301,103352,924,10
1521301,103365,935,370
1521302,103352,924,10
1521302,103365,935,370
1521303,103385,936,30
1521303,115475,936,20
1521303,115477,938,90
1521303,115480,936,310
1521303,115482,921,310
1521304,103391,938,90
1521304,115486,936,460
1521304,103392,931,10
1521304,115489,936,380
1521304,115495,936,420
1521304,115497,936,310
1521501,104886,939,20
1521501,117999,935,380
1521501,118004,924,20
1521501,118005,924,20
1521502,104886,939,20
1521502,104896,921,130
1521502,117999,935,380
1521502,118007,939,20
1521502,118004,924,20
1521502,118005,924,20
1521503,104886,939,20
1521503,104900,936,20
1521503,117999,935,380
1521503,118009,936,20
1521503,118011,924,20
1521504,104919,935,330
1521504,104886,939,20
1521504,117999,935,380
1521504,118015,936,310
1521504,118019,934,10
1521701,103705,936,20
1521701,103707,936,310
1521701,116703,936,20
1521701,116706,936,360
1521701,116712,936,310
1521701,116720,935,330
1521702,103705,936,20
1521702,103707,936,310
1521702,116703,936,20
1521702,116706,936,360
1521702,116712,936,310
1521702,116720,935,330
1521703,103705,936,20
1521703,103707,936,310
1521703,116703,936,20
1521703,116706,936,360
1521703,116712,936,310
1521703,116720,935,330
1521801,101978,938,360
1521801,116378,936,470
1521801,116387,936,30
1521802,101978,938,360
1521802,116378,936,470
1521802,116387,936,30
1521804,101980,911,240
1521804,101978,938,360
1521804,101984,936,460
1521804,116393,936,40
1521804,116378,936,470
1521804,116398,936,370
1521804,116400,936,30
1521804,116402,936,310
1521805,101988,936,60
1521805,101978,938,360
1521805,116418,936,20
1521805,116378,936,470
1521805,116420,936,30
1521805,116424,936,410
1521806,101989,936,20
1521806,116427,936,400
1521806,116378,936,470
1522101,101958,935,370
1522101,101961,936,450
1522101,116342,921,90
1522101,116344,935,380
1522101,116347,936,40
1522102,101958,935,370
1522102,101961,936,450
1522102,116342,921,90
1522102,116344,935,380
1522102,116347,936,40
1522103,101961,936,450
1522103,101963,936,20
1522103,116342,921,90
1522103,116352,936,310
1522103,116347,936,40
1522104,101958,935,370
1522104,101961,936,450
1522104,116355,932,30
1522104,116342,921,90
1522104,116357,935,20
1522104,116347,936,40
1522201,101973,936,410
1522201,116681,934,380
1522201,116682,936,360
1522201,116691,932,30
1522202,101973,936,410
1522202,116681,934,380
1522202,116682,936,360
1522202,116691,932,30
1522301,115288,936,10
1522301,115289,936,350
1522302,103403,936,370
1522302,103404,936,310
1522302,103406,936,450
1522302,103408,936,310
1522302,103410,936,370
1522302,103412,936,450
1522302,115288,936,10
1522302,115289,936,350
1522303,115288,936,10
1522303,115293,921,140
1522303,115289,936,350
1522401,101350,936,350
1522401,101354,935,50
1522401,101357,933,10
1522401,101358,933,10
1522401,101336,938,50
1522401,101342,936,440
1522401,101344,936,30
1522401,101347,936,330
1522401,101349,934,340
1522401,115199,936,450
1522401,115200,936,440
1522401,115201,936,440
1522401,115202,936,440
1522401,115204,936,440
1522401,115205,936,350
1522402,101350,936,350
1522402,101360,936,380
1522402,101354,935,50
1522402,101357,933,10
1522402,101358,933,10
1522402,101336,938,50
1522402,101342,936,440
1522402,101344,936,30
1522402,101347,936,330
1522402,101349,934,340
1522402,115199,936,450
1522402,115200,936,440
1522402,115201,936,440
1522402,115202,936,440
1522402,115204,936,440
1522402,115205,936,350
1522501,104199,932,60
1522501,115577,911,190
1522501,115578,936,40
1522502,104199,932,60
1522502,115577,911,190
1522502,115578,936,40
1522503,104199,932,60
1522503,115577,911,190
1522503,115587,935,380
1522503,115588,936,20
1522503,115578,936,40
1522601,103453,936,310
1522601,115151,934,60
1522601,115156,934,40
1522602,103453,936,310
1522602,103460,936,30
1522602,103461,936,350
1522602,115151,934,60
1522602,115156,934,40
1522602,115174,936,310
1522602,115175,936,310
1522602,115179,936,310
1522604,103467,932,330
1522604,115151,934,60
1522604,900137,932,330
1522801,104132,936,330
1522801,104133,936,450
1522801,104134,935,10
1522802,104132,936,330
1522802,104133,936,450
1522802,104134,935,10
1522803,104165,936,20
1522803,115548,936,460
1522803,115549,936,20
1522803,115550,935,10
1522902,104186,935,380
1522902,104188,936,20
1522902,115960,936,370
1522902,115965,936,450
1523101,104337,935,370
1523102,104174,936,310
1523102,104178,936,370
1523102,104183,936,370
1523102,104179,936,320
1523102,104185,936,320
1523102,104337,935,370
1523102,115653,936,370
1523102,115654,936,380
1523102,115656,936,310
1523102,115657,936,450
1523301,123744,934,40
1523302,123744,934,40
1523303,123744,934,40
1523304,123744,934,40
1523305,123744,934,40
1523401,301236,933,30
1523401,301237,932,30
1523401,302701,932,10
1523401,302701,931,320
1523401,302707,923,60
1523401,303750,931,10
1523401,303751,931,10
1523402,301288,931,40
1523402,301285,931,110
1523402,301271,934,40
1523402,301279,931,320
1523402,301236,933,30
1523402,301237,932,30
1523402,301267,933,30
1523402,301269,933,360
1523402,302701,932,10
1523402,302701,931,320
1523402,302707,923,60
1523402,302709,933,380
1523402,303750,931,10
1523402,303751,931,10
1523403,301249,911,230
1523403,301251,911,140
1523403,301252,934,10
1523403,301254,911,230
1523403,301255,911,230
1523403,301257,931,220
1523403,301259,911,140
1523403,301261,931,220
1523403,301262,911,220
1523403,301263,911,230
1523403,301264,911,190
1523403,301267,933,30
1523403,302695,911,230
1523403,302697,911,140
1523403,302699,934,20
1523403,302701,932,10
1523403,302701,931,320
1523404,303763,911,50
1523404,301279,931,320
1523501,300243,931,220
1523501,300245,934,20
1523501,300252,932,10
1523501,300255,934,70
1523501,300258,931,40
1523501,300262,931,220
1523501,300719,932,50
1523501,300726,911,190
1523501,300729,937,380
1523501,300734,931,220
1523501,300740,911,230
1523501,301833,931,220
1523501,300877,911,230
1523501,300881,934,40
1523501,300882,934,10
1523501,300883,911,230
1523501,300886,934,20
1523501,300887,934,350
1523501,301845,931,220
1523501,301855,933,360
1523501,303703,932,390
1523502,300245,934,20
1523502,301833,931,220
1523502,301836,934,30
1523502,301837,931,240
1523502,301845,931,220
1523502,301852,931,220
1523502,301855,933,360
1523502,301873,934,330
1523502,303700,911,250
1523502,303701,931,220
1523502,303702,934,20
1523502,303703,932,390
1523502,303706,932,30
1523502,303715,931,250
1523503,301883,911,100
1523503,301889,911,230
1523503,301892,911,210
1523503,301855,933,360
1523503,301894,911,80
1523503,303710,911,250
1523503,303714,933,320
1523503,303715,931,250
1523503,303716,934,40
1523504,301857,934,80
1523504,301863,931,240
1523504,301865,931,220
1523504,301870,934,40
1523504,301855,933,360
1523504,301872,934,80
1523504,301873,934,330
1523504,303719,933,360
1523504,303721,923,310
1523504,303715,931,250
1523602,110225,934,10
1523602,110226,936,480
1523602,110227,931,170
1523605,110229,934,380
1523606,110230,931,370
1523701,300746,931,190
1523701,121442,935,330
1523702,300265,934,10
1523702,300746,931,190
1523702,121442,935,330
1523703,300187,931,10
1523703,300265,934,10
1523703,300539,936,20
1523703,300746,931,190
1523703,300784,931,190
1523703,300785,931,10
1523703,121442,935,330
1523704,300213,911,140
1523704,300746,931,190
1523704,121442,935,330
1523705,121450,931,200
1523705,121457,931,10
1523705,121442,935,330
1523705,121460,931,210
1523705,121465,931,10
1523705,121470,911,40
1523706,121442,935,330
1523901,300427,931,10
1523901,300428,931,220
1523901,300429,931,220
1523901,300431,934,40
1523901,300432,931,220
1523901,300433,934,40
1523901,300434,934,40
1523901,300711,931,220
1523901,300712,934,50
1523901,300755,937,320
1523901,300928,931,220
1523901,300972,932,370
1523901,303019,931,370
1523901,303020,931,380
1523901,303021,931,220
1523901,303023,931,180
1523901,303082,931,270
1523901,303730,932,40
1523901,303731,931,220
1523902,300427,931,10
1523902,300435,931,220
1523902,300431,934,40
1523902,300432,931,220
1523902,300714,911,10
1523902,300434,934,40
1523902,300711,931,220
1523902,300715,911,100
1523902,300712,934,50
1523902,300716,931,30
1523902,300717,931,80
1523902,300756,931,220
1523902,300928,931,220
1523902,300972,932,370
1523902,303021,931,220
1523902,303731,931,220
1523904,303731,931,220
1524001,118475,931,190
1524001,118476,931,190
1524001,118478,934,10
1524001,118479,931,10
1524001,118480,934,380
1524001,118484,931,190
1524001,118491,931,190
1524002,118474,911,230
1524002,118475,931,190
1524002,118476,931,190
1524002,118477,934,40
1524002,118478,934,10
1524002,118479,931,10
1524002,118480,934,380
1524002,118483,931,100
1524002,118484,931,190
1524002,118488,911,240
1524002,118491,931,190
1524101,302605,933,30
1524101,302616,932,340
1524101,121196,931,60
1524102,302016,911,200
1524102,302021,911,10
1524102,302597,911,200
1524102,302605,933,30
1524102,302606,911,10
1524102,302616,932,340
1524102,121185,911,10
1524102,121193,911,10
1524102,121196,931,60
1524301,300648,934,80
1524301,300651,933,350
1524301,300935,934,40
1524301,301740,931,220
1524301,301743,931,220
1524301,301744,931,220
1524301,302533,931,60
1524301,302536,933,350
1524301,302540,933,20
1524301,302990,934,10
1524301,303250,931,210
1524301,303255,931,10
1524301,303257,931,220
1524301,303258,932,60
1524302,300488,931,10
1524302,300647,931,90
1524302,300648,934,80
1524302,300935,934,40
1524302,300936,931,220
1524302,301167,931,10
1524302,301740,931,220
1524302,301743,931,220
1524302,301744,931,220
1524302,301166,931,10
1524302,302533,931,60
1524302,302986,931,250
1524302,302987,931,220
1524302,302990,934,10
1524302,303250,931,210
1524302,303252,937,20
1524302,303255,931,10
1524302,303257,931,220
1524302,303258,932,60
1524302,303830,931,10
1524303,300488,931,10
1524303,300497,925,30
1524303,300648,934,80
1524303,300652,931,220
1524303,300935,934,40
1524303,301740,931,220
1524303,301743,931,220
1524303,301744,931,220
1524303,302533,931,60
1524303,302620,934,30
1524303,303255,931,10
1524304,300316,911,140
1524304,301743,931,220
1524304,301755,931,10
1524304,302533,931,60
1524304,303252,937,20
1524304,303257,931,220
1524401,121700,932,400
1524402,121700,932,400
1524403,121700,932,400
1524501,105044,931,350
1524501,105046,931,100
1524502,105044,931,350
1524502,105046,931,100
1524503,105044,931,350
1524503,105046,931,100
1524601,105106,931,230
1524601,105124,931,370
1524601,118062,932,60
1524601,118065,931,200
1524601,118066,931,130
1524602,105106,931,230
1524602,105133,911,120
1524602,118062,932,60
1524602,118065,931,200
1524602,118066,931,130
1524602,118082,911,120
1524603,105136,932,60
1524603,900220,932,60
1524603,118085,911,230
1524701,118096,931,370
1524702,105007,923,310
1524702,118096,931,370
1524702,118105,923,10
1524703,105020,932,30
1524703,900216,932,30
1524703,118110,932,10
1524704,105015,939,20
1524704,118114,939,20
1524801,117469,931,370
1524802,117469,931,370
1524803,105091,931,10
1524803,117469,931,370
1524804,105096,931,130
1524804,117469,931,370
1524805,117469,931,370
1525001,303728,934,380
1525001,300702,931,110
1525001,300910,925,10
1525001,300910,929,10
1525001,300910,934,10
1525001,301907,925,40
1525001,301907,935,330
1525002,303728,934,380
1525002,300702,931,110
1525002,300910,925,10
1525002,300910,929,10
1525002,300910,934,10
1525002,301907,925,40
1525002,301907,935,330
1525101,119386,939,20
1525102,105069,931,100
1525102,119389,923,10
1525102,119386,939,20
1525103,119386,939,20
1525104,119386,939,20
1525301,105162,931,380
1525301,105158,934,20
1525302,105162,931,380
1525302,105158,934,20
1525302,105168,931,370
1525303,105172,931,100
1525303,105158,934,20
1525304,105158,934,20
1525501,104315,931,100
1525501,116114,939,20
1525501,116132,937,10
1525501,116132,932,30
1525502,104315,931,100
1525502,104319,931,380
1525502,116114,939,20
1525502,116132,937,10
1525502,116132,932,30
1525503,104315,931,100
1525503,116132,937,10
1525503,116132,932,30
1525601,117464,939,20
1525602,117464,939,20
1525701,109117,934,50
1525701,109118,931,210
1525701,109119,931,370
1525701,109116,931,190
1525701,120881,932,60
1525701,120891,932,30
1525701,120909,932,20
1525701,120916,911,220
1525701,120897,931,270
1525702,109114,931,380
